id,predict,presict
32166,0,0.2
41593,0,0.36
65944,0,1.0
34720,0,0.48
60973,0,0.27
41875,0,0.42
25325,0,0.49
38143,0,0.46
68725,0,0.96
41081,0,0.88
45252,0,1.0
49900,0,0.95
19557,0,0.56
53694,0,0.6
56254,0,0.48
13503,0,0.46
31867,0,0.51
44510,0,0.34
59928,0,0.36
8264,0,0.96
68268,0,1.0
64541,0,0.41
35296,0,0.39
11382,0,0.62
38078,0,0.35
5111,0,0.47
10950,0,0.46
6493,0,1.0
61979,0,1.0
14180,0,0.28
18680,0,0.51
70268,0,0.53
41930,0,0.3
321,0,0.4
27794,0,0.55
63287,0,0.52
30658,0,0.39
34415,0,0.45
42806,0,0.52
45796,0,0.43
2314,0,0.58
37060,0,0.28
66370,0,0.42
57645,0,0.37
51162,0,1.0
48796,0,0.62
56546,0,1.0
4383,0,0.25
49939,0,0.92
37327,0,0.29
64189,0,0.4
40705,0,0.77
12482,0,1.0
7538,0,0.31
50723,0,0.36
41861,0,0.49
239,0,0.56
1112,0,0.29
56021,0,0.34
41271,0,0.7
39563,0,0.7
42786,0,0.51
46670,0,0.38
11573,0,0.53
36704,0,0.99
24972,0,0.97
13561,0,0.34
62019,0,0.53
121,0,0.33
10651,0,0.3
54871,0,0.38
1953,0,1.0
65105,0,0.99
24256,0,0.56
46683,0,0.81
6852,0,0.35
19508,0,0.59
33551,0,1.0
48129,0,0.44
24074,0,0.63
15987,0,0.33
35512,0,1.0
28513,0,1.0
45805,0,0.47
11259,0,0.54
22098,0,0.38
3348,0,0.7
70822,0,0.36
59847,0,0.64
72160,0,0.99
25904,0,0.96
34122,0,0.5
16593,0,0.44
13439,0,1.0
35684,0,0.26
68089,0,0.53
24428,0,0.39
28484,0,0.49
59752,0,0.37
24669,0,0.49
27135,0,0.48
46688,0,0.99
2538,0,0.96
62716,0,0.51
40513,0,0.53
44300,0,0.95
29281,0,0.99
72911,0,0.42
21967,0,0.39
53401,0,0.43
31166,0,0.54
59522,0,0.41
65969,0,0.84
43590,0,0.33
72451,0,0.44
48748,0,0.89
49925,0,0.48
6304,0,0.38
36275,0,0.3
69665,0,0.98
48722,0,0.52
28873,0,0.38
67733,0,0.58
24603,0,0.47
36561,0,0.46
35602,0,0.5
38804,0,0.19
49901,0,0.44
48184,0,0.32
49254,0,1.0
19419,0,0.98
54301,0,0.94
50283,0,0.6
49669,0,0.41
21366,0,0.92
66677,0,0.5
16618,0,0.48
1678,0,0.44
17608,0,0.38
33759,0,0.49
37752,0,0.56
43146,0,0.65
49459,0,0.39
1307,0,0.25
32203,0,0.99
51676,0,0.38
67895,0,0.19
7291,0,0.5
10367,0,0.66
23223,0,0.53
8964,0,0.65
36922,0,1.0
23026,0,0.42
19234,0,0.42
72784,0,0.63
31421,0,0.97
71917,0,0.99
36698,0,0.46
10243,0,0.44
47776,0,1.0
20634,0,0.54
23459,0,0.93
10981,0,1.0
50545,0,0.38
62681,0,0.37
1231,0,1.0
4219,0,0.31
13529,0,0.28
55631,0,0.51
28400,0,0.35
27323,0,0.38
34120,0,1.0
14372,0,0.45
34995,0,0.61
37526,0,0.61
36593,0,0.44
29908,0,0.31
37865,0,0.44
47803,0,1.0
23599,0,0.35
21547,0,0.61
9648,0,0.41
9179,0,0.47
4807,0,0.46
63022,0,0.97
48883,0,0.55
65962,0,0.25
22685,0,0.56
23604,0,0.96
63158,0,0.4
21292,0,1.0
68408,0,0.29
64597,0,0.34
31911,0,1.0
24183,0,0.5
45955,0,0.99
10943,0,0.97
17004,0,0.6
24177,0,0.39
34436,0,0.23
44315,0,0.58
24977,0,0.6
57044,0,0.32
62602,0,0.34
31156,0,0.64
35402,0,0.5
30824,0,0.81
6948,0,0.41
47330,0,0.42
15553,0,0.42
69834,0,1.0
25446,0,0.74
48073,0,0.33
67814,0,0.37
7658,0,0.55
18704,0,0.32
23240,0,0.47
36547,0,0.99
49485,0,0.5
60635,0,0.97
33704,0,0.98
37320,0,0.37
8816,0,0.9
48644,0,0.34
25454,0,1.0
64986,0,1.0
7581,0,0.36
46703,0,1.0
62951,0,0.86
6960,0,0.99
47306,0,1.0
68074,0,0.47
26468,0,0.26
39258,0,0.36
6576,0,1.0
47521,0,0.5
6802,0,0.48
49277,0,0.41
3595,0,1.0
49537,0,0.99
25226,0,0.59
25974,0,0.45
29380,0,0.42
67689,0,0.37
65526,0,0.77
49929,0,0.62
50965,0,1.0
25643,0,0.53
71533,0,0.46
20426,0,0.99
33560,0,0.53
54053,0,0.66
33284,0,0.93
54921,0,1.0
63219,0,0.39
11792,0,0.37
66650,0,0.37
32776,0,0.58
53219,0,0.37
60182,0,0.45
56755,0,0.24
52512,0,0.4
57917,0,0.43
50277,0,0.47
26389,0,0.61
25149,0,0.42
45372,0,0.36
59801,0,0.36
45323,0,0.99
4117,0,0.99
16449,0,0.98
20468,0,0.36
71319,0,0.52
51110,0,0.99
72268,0,0.52
63725,0,0.34
37431,0,0.95
3532,0,0.34
16329,0,0.39
55315,0,0.97
33247,0,0.55
67277,0,0.97
58015,0,0.37
72867,0,0.43
6924,0,1.0
22591,0,0.96
68692,0,1.0
5121,0,0.92
1656,0,0.6
56425,0,0.61
30129,0,0.73
64908,0,0.59
66014,0,0.38
20375,0,1.0
22194,0,0.56
47236,0,0.83
38349,0,0.5
7167,0,0.53
54805,0,0.42
11208,0,0.43
35210,0,0.29
56233,0,1.0
26134,0,0.59
25636,0,1.0
40264,0,0.57
61821,0,0.37
63453,0,0.45
50402,0,0.45
13547,0,0.3
55982,0,0.61
55709,0,0.44
4949,0,0.52
57011,0,0.38
61843,0,0.7
31956,0,0.7
47321,0,0.38
17869,0,0.58
30961,0,1.0
13219,0,0.3
36620,0,0.44
33886,0,1.0
69329,0,0.58
63562,0,0.2
47167,0,0.99
58978,0,0.24
48875,0,1.0
16783,0,0.48
69259,0,0.9
62656,0,0.63
66818,0,1.0
22566,0,0.5
39017,0,0.76
29525,0,1.0
27507,0,0.68
61409,0,1.0
25642,0,0.99
31143,0,0.52
15746,0,1.0
46864,0,0.59
33454,0,1.0
45585,0,0.23
841,0,0.46
67890,0,0.93
5681,0,0.42
12917,0,0.99
43208,0,0.46
55592,0,0.17
31563,0,1.0
65836,0,1.0
50434,0,0.87
3003,0,0.27
30627,0,0.44
48064,0,1.0
43054,0,0.27
15752,0,0.49
52960,0,0.4
53328,0,0.42
52593,0,0.96
1218,0,0.28
58477,0,0.83
33486,0,0.31
13818,0,1.0
32317,0,1.0
15062,0,0.39
65748,0,1.0
8563,0,1.0
11450,0,0.51
52489,0,0.35
51856,0,0.48
42172,0,0.65
25625,0,0.82
47949,0,0.98
62289,0,1.0
43174,0,0.49
54067,0,1.0
62340,0,0.28
16079,0,0.54
68356,0,0.43
11232,0,0.97
44481,0,0.55
33983,0,0.57
8154,0,0.56
39042,0,0.45
7730,0,0.53
8580,0,0.57
3612,0,1.0
14832,0,0.83
50463,0,0.52
53552,0,0.17
48244,0,0.42
8111,0,0.57
9225,0,0.65
68798,0,0.3
39322,0,1.0
259,0,0.71
13764,0,1.0
20565,0,0.7
66684,0,0.4
42856,0,1.0
42184,0,0.63
46385,0,0.27
64464,0,0.42
65535,0,0.28
3045,0,0.34
53998,0,1.0
12594,0,0.67
44676,0,0.38
13491,0,0.34
40311,0,0.91
44281,0,0.4
11238,0,0.47
17308,0,0.41
24782,0,0.55
36925,0,1.0
36925,0,0.9
36926,0,0.41
36927,0,0.63
36927,0,0.55
36928,0,0.47
36928,0,1.0
36929,0,0.6
36930,0,0.59
36930,0,1.0
36931,0,0.54
36931,0,0.43
36932,0,0.44
36933,0,0.33
36933,0,0.44
36934,0,0.5
36934,0,0.89
36935,0,0.41
36936,0,0.33
36936,0,0.46
36937,0,0.36
36938,0,0.81
36938,0,0.58
36939,0,0.98
36939,0,1.0
36940,0,1.0
36941,0,0.39
36941,0,0.45
36942,0,0.39
36942,0,0.99
36943,0,0.22
36944,0,1.0
36944,0,0.98
36945,0,0.35
36945,0,0.99
36946,0,0.28
36947,0,0.98
36947,0,1.0
36948,0,0.37
36948,0,0.54
36949,0,0.45
36950,0,1.0
36950,0,0.43
36951,0,0.44
36951,0,0.36
36952,0,1.0
36953,0,0.53
36953,0,0.44
36954,0,0.37
36954,0,0.63
36955,0,0.29
36956,0,0.28
36956,0,0.39
36957,0,0.3
36957,0,0.47
36958,0,0.42
36959,0,0.36
36959,0,0.98
36960,0,1.0
36960,0,0.46
36961,0,0.98
36962,0,0.52
36962,0,0.98
36963,0,0.46
36963,0,1.0
36964,0,0.26
36965,0,1.0
36965,0,0.41
36966,0,0.51
36966,0,0.85
36967,0,0.87
36968,0,0.55
36968,0,0.52
36969,0,0.4
36969,0,0.57
36970,0,0.99
36971,0,1.0
36971,0,0.4
36972,0,0.98
36972,0,0.47
36973,0,0.56
36974,0,0.41
36974,0,0.34
36975,0,0.32
36975,0,0.59
36976,0,1.0
36977,0,0.95
36977,0,0.46
36978,0,0.53
36978,0,0.18
36979,0,0.53
36980,0,0.45
36980,0,0.34
36981,0,0.25
36981,0,0.44
36982,0,0.42
36983,0,0.38
36983,0,0.34
36984,0,1.0
36984,0,0.23
36985,0,0.55
36986,0,0.37
36986,0,0.5
36987,0,0.53
36987,0,0.57
36988,0,0.45
36989,0,0.98
36989,0,0.31
36990,0,0.34
36990,0,0.34
36991,0,0.98
36992,0,0.41
36992,0,0.99
36993,0,1.0
36993,0,0.48
36994,0,0.58
36995,0,0.98
36995,0,0.37
36996,0,0.59
36996,0,1.0
36997,0,0.46
36998,0,0.99
36998,0,0.99
36999,0,0.27
36999,0,0.74
37000,0,0.42
37001,0,1.0
37001,0,0.47
37002,0,0.54
37002,0,1.0
37003,0,0.98
37004,0,1.0
37004,0,0.99
37005,0,0.99
37005,0,0.24
37006,0,0.39
37007,0,0.62
37007,0,0.63
37008,0,0.25
37008,0,0.75
37009,0,0.46
37010,0,0.54
37010,0,0.97
37011,0,0.57
37011,0,0.28
37012,0,0.68
37013,0,0.34
37013,0,0.19
37014,0,0.84
37014,0,1.0
37015,0,0.35
37016,0,0.53
37016,0,0.28
37017,0,1.0
37018,0,0.34
37018,0,0.3
37019,0,0.36
37019,0,0.45
37020,0,1.0
37021,0,0.85
37021,0,0.59
37022,0,0.52
37022,0,0.44
37023,0,0.99
37024,0,0.33
37024,0,1.0
37025,0,1.0
37025,0,0.33
37026,0,0.51
37027,0,0.35
37027,0,0.32
37028,0,0.38
37028,0,0.46
37029,0,0.17
37030,0,0.47
37030,0,0.47
37031,0,0.95
37031,0,0.58
37032,0,0.59
37033,0,0.29
37033,0,0.49
37034,0,0.41
37034,0,1.0
37035,0,0.52
37036,0,0.89
37036,0,0.54
37037,0,0.25
37037,0,0.49
37038,0,0.36
37039,0,0.46
37039,0,0.39
37040,0,0.35
37040,0,1.0
37041,0,1.0
37042,0,0.69
37042,0,0.42
37043,0,0.37
37043,0,0.58
37044,0,0.63
37045,0,0.54
37045,0,0.5
37046,0,0.45
37046,0,0.42
37047,0,1.0
37048,0,0.48
37048,0,0.65
37049,0,0.51
37049,0,0.41
37050,0,0.41
37051,0,0.95
37051,0,0.34
37052,0,0.34
37052,0,0.89
37053,0,0.39
37054,0,0.68
37054,0,0.98
37055,0,0.37
37055,0,0.54
37056,0,0.41
37057,0,0.59
37057,0,1.0
37058,0,0.5
37058,0,0.27
37059,0,0.42
37060,0,1.0
37060,0,0.47
37061,0,0.97
37061,0,1.0
37062,0,0.2
37063,0,1.0
37063,0,0.62
37064,0,0.45
37064,0,0.63
37065,0,1.0
37066,0,0.56
37066,0,0.37
37067,0,0.54
37067,0,0.45
37068,0,1.0
37069,0,0.48
37069,0,0.41
37070,0,0.49
37070,0,0.38
37071,0,0.36
37072,0,0.99
37072,0,0.77
37073,0,1.0
37073,0,0.34
37074,0,0.41
37075,0,0.21
37075,0,0.62
37076,0,0.16
37076,0,0.58
37077,0,0.69
37078,0,0.54
37078,0,0.5
37079,0,0.38
37079,0,0.39
37080,0,0.73
37081,0,0.45
37081,0,0.51
37082,0,0.42
37082,0,0.99
37083,0,1.0
37084,0,0.86
37084,0,0.49
37085,0,0.64
37085,0,0.42
37086,0,0.99
37087,0,1.0
37087,0,0.4
37088,0,1.0
37088,0,0.54
37089,0,0.4
37090,0,0.51
37090,0,0.44
37091,0,0.35
37091,0,0.25
37092,0,1.0
37093,0,1.0
37093,0,0.16
37094,0,0.48
37094,0,0.18
37095,0,0.53
37096,0,0.59
37096,0,0.46
37097,0,0.55
37098,0,0.33
37098,0,0.61
37099,0,1.0
37099,0,0.6
37100,0,0.39
37101,0,0.37
37101,0,0.38
37102,0,0.65
37102,0,1.0
37103,0,0.34
37104,0,1.0
37104,0,0.53
37105,0,0.61
37105,0,0.48
37106,0,1.0
37107,0,1.0
37107,0,0.54
37108,0,0.99
37108,0,0.5
37109,0,0.43
37110,0,1.0
37110,0,0.42
37111,0,0.28
37111,0,0.5
37112,0,1.0
37113,0,0.46
37113,0,0.53
37114,0,0.51
37114,0,1.0
37115,0,0.77
37116,0,0.99
37116,0,0.55
37117,0,1.0
37117,0,0.35
37118,0,1.0
37119,0,0.6
37119,0,0.4
37120,0,0.53
37120,0,0.49
37121,0,0.57
37122,0,0.99
37122,0,0.4
37123,0,1.0
37123,0,0.47
37124,0,0.29
37125,0,0.46
37125,0,0.99
37126,0,0.5
37126,0,0.8
37127,0,0.46
37128,0,1.0
37128,0,0.41
37129,0,0.38
37129,0,1.0
37130,0,0.49
37131,0,0.58
37131,0,0.36
37132,0,0.63
37132,0,0.45
37133,0,0.46
37134,0,0.47
37134,0,0.67
37135,0,0.35
37135,0,0.48
37136,0,0.57
37137,0,0.68
37137,0,0.59
37138,0,0.99
37138,0,0.77
37139,0,0.32
37140,0,0.35
37140,0,1.0
37141,0,0.21
37141,0,1.0
37142,0,1.0
37143,0,0.43
37143,0,0.55
37144,0,0.38
37144,0,0.46
37145,0,0.61
37146,0,0.51
37146,0,0.56
37147,0,0.47
37147,0,1.0
37148,0,0.42
37149,0,0.81
37149,0,1.0
37150,0,0.53
37150,0,0.46
37151,0,0.48
37152,0,0.45
37152,0,0.31
37153,0,0.76
37153,0,0.44
37154,0,0.45
37155,0,1.0
37155,0,0.49
37156,0,0.5
37156,0,0.61
37157,0,0.39
37158,0,0.42
37158,0,0.31
37159,0,0.43
37159,0,0.26
37160,0,0.17
37161,0,0.99
37161,0,0.65
37162,0,0.36
37162,0,1.0
37163,0,0.48
37164,0,1.0
37164,0,0.88
37165,0,0.34
37165,0,0.19
37166,0,0.54
37167,0,0.42
37167,0,0.71
37168,0,0.46
37168,0,0.5
37169,0,0.6
37170,0,1.0
37170,0,0.46
37171,0,0.41
37171,0,1.0
37172,0,0.47
37173,0,0.64
37173,0,0.55
37174,0,0.43
37174,0,0.86
37175,0,0.36
37176,0,0.5
37176,0,0.33
37177,0,0.58
37177,0,0.34
37178,0,0.99
37179,0,0.38
37179,0,1.0
37180,0,0.47
37181,0,0.39
37181,0,1.0
37182,0,0.53
37182,0,0.43
37183,0,0.63
37184,0,1.0
37184,0,0.21
37185,0,1.0
37185,0,1.0
37186,0,0.38
37187,0,0.79
37187,0,0.58
37188,0,0.61
37188,0,1.0
37189,0,0.38
37190,0,0.48
37190,0,0.33
37191,0,0.47
37191,0,0.74
37192,0,0.42
37193,0,1.0
37193,0,1.0
37194,0,0.99
37194,0,0.98
37195,0,0.45
37196,0,0.51
37196,0,0.48
37197,0,0.2
37197,0,0.56
37198,0,0.53
37199,0,0.46
37199,0,0.36
37200,0,0.31
37200,0,0.35
37201,0,0.53
37202,0,0.32
37202,0,0.41
37203,0,0.26
37203,0,0.99
37204,0,0.46
37205,0,0.5
37205,0,0.36
37206,0,0.55
37206,0,0.53
37207,0,0.41
37208,0,0.29
37208,0,0.32
37209,0,0.3
37209,0,0.86
37210,0,0.4
37211,0,1.0
37211,0,1.0
37212,0,1.0
37212,0,1.0
37213,0,0.54
37214,0,1.0
37214,0,0.71
37215,0,0.23
37215,0,0.99
37216,0,0.99
37217,0,0.44
37217,0,0.34
37218,0,0.29
37218,0,0.86
37219,0,0.47
37220,0,0.3
37220,0,0.96
37221,0,1.0
37221,0,0.49
37222,0,0.49
37223,0,0.47
37223,0,1.0
37224,0,0.99
37224,0,0.6
37225,0,1.0
37226,0,0.55
37226,0,1.0
37227,0,0.41
37227,0,0.4
37228,0,0.46
37229,0,0.62
37229,0,0.5
37230,0,0.98
37230,0,1.0
37231,0,0.68
37232,0,0.57
37232,0,0.39
37233,0,0.4
37233,0,0.69
37234,0,0.64
37235,0,0.43
37235,0,0.53
37236,0,0.42
37236,0,0.32
37237,0,0.51
37238,0,0.43
37238,0,0.55
37239,0,0.44
37239,0,0.59
37240,0,1.0
37241,0,0.47
37241,0,0.32
37242,0,0.47
37242,0,0.31
37243,0,1.0
37244,0,0.41
37244,0,0.99
37245,0,0.5
37245,0,0.45
37246,0,0.65
37247,0,0.56
37247,0,1.0
37248,0,0.51
37248,0,0.55
37249,0,0.38
37250,0,0.4
37250,0,0.39
37251,0,0.52
37251,0,0.62
37252,0,0.5
37253,0,1.0
37253,0,0.53
37254,0,0.98
37254,0,0.47
37255,0,0.26
37256,0,0.99
37256,0,0.26
37257,0,1.0
37257,0,0.99
37258,0,0.39
37259,0,0.84
37259,0,0.52
37260,0,0.96
37261,0,0.41
37261,0,0.63
37262,0,0.97
37262,0,0.63
37263,0,0.57
37264,0,0.37
37264,0,0.65
37265,0,0.51
37265,0,0.57
37266,0,0.25
37267,0,0.3
37267,0,0.69
37268,0,0.52
37268,0,0.37
37269,0,0.56
37270,0,0.99
37270,0,1.0
37271,0,0.71
37271,0,0.17
37272,0,0.33
37273,0,0.59
37273,0,0.62
37274,0,0.34
37274,0,1.0
37275,0,0.3
37276,0,0.97
37276,0,0.35
37277,0,0.29
37277,0,1.0
37278,0,0.4
37279,0,0.99
37279,0,0.55
37280,0,0.51
37280,0,0.4
37281,0,0.52
37282,0,0.41
37282,0,0.6
37283,0,0.48
37283,0,0.49
37284,0,0.52
37285,0,0.49
37285,0,0.98
37286,0,0.51
37286,0,0.35
37287,0,0.44
37288,0,0.21
37288,0,0.57
37289,0,0.49
37289,0,0.54
37290,0,0.41
37291,0,0.4
37291,0,0.53
37292,0,0.28
37292,0,0.99
37293,0,0.49
37294,0,0.54
37294,0,1.0
37295,0,0.39
37295,0,0.77
37296,0,0.49
37297,0,0.41
37297,0,0.53
37298,0,0.47
37298,0,0.96
37299,0,0.37
