custid,gender
665,0.49
666,0.52
667,0.54
668,0.5675
669,0.47
670,0.32
671,0.33
672,0.29
673,0.39
674,0.51
675,0.26
676,0.54
677,0.24
678,0.45
679,0.34
680,0.24
681,0.18
682,0.4
683,0.3
684,0.17
685,0.23
686,0.48
687,0.1
688,0.59
689,0.42
690,0.15
691,0.49
692,0.42
693,0.47
694,0.49
695,0.8214285714285714
696,0.4414285714285714
697,0.6
698,0.52
699,0.24
700,0.6
701,0.41
702,0.15
703,0.56
704,0.64
705,0.13
706,0.88
707,0.26
708,0.36
709,0.47
710,0.22
711,0.31
712,0.61
713,0.11
714,0.31
715,0.35
716,0.64
717,0.13
718,0.17
719,0.49
720,0.4833333333333333
721,0.39
722,0.55
723,0.15
724,0.29
725,0.28
726,0.35
727,0.55
728,0.6
729,0.45
730,0.55
731,0.46
732,0.43
733,0.26
734,0.4
735,0.64
736,0.37
737,0.63
738,0.65
739,0.47
740,0.24
741,0.18
742,0.41
743,0.1
744,0.37
745,0.37
746,0.83
747,0.5
748,0.33
749,0.2575
750,0.17
751,0.59
752,0.38
753,0.3
754,0.52
755,0.44
756,0.19
757,0.44
758,0.68
759,0.81
760,0.39
761,0.26
762,0.37
763,0.5
764,0.63
765,0.02
766,0.65
767,0.2
768,0.19
769,0.34
770,0.54
771,0.62
772,0.2
773,0.74
774,0.6
775,0.42
776,0.4
777,0.52
778,0.26
779,0.48
780,0.46
781,0.36
782,0.44
783,0.47
784,0.69
785,0.67
786,0.25
787,0.49
788,0.47
789,0.51
790,0.46
791,0.35
792,0.74
793,0.52
794,0.2
795,0.09
796,0.41
797,0.27
798,0.36
799,0.39
800,0.17
801,0.29
802,0.13
803,0.27
804,0.5
805,0.66
806,0.28
807,0.21
808,0.25
809,0.11
810,0.28
811,0.53
812,0.43
813,0.48
814,0.19
815,0.98
816,0.64
817,0.52
818,0.22
819,0.62
820,0.23
821,0.44
822,0.49
823,0.32
824,0.44
825,0.56
826,0.53
827,0.43
828,0.39
829,0.32
830,0.44
831,0.4
832,0.46
833,0.47
834,0.27
835,0.26
836,0.43
837,0.37
838,0.7
839,0.21
840,0.32
841,0.45
842,0.71
843,0.12
844,0.31
845,0.27
846,0.33
847,0.35
848,0.24
849,0.63
850,0.25
851,0.13
852,0.32
853,0.43
854,0.34
855,0.45
856,0.62
857,0.41
858,0.32
859,0.4
860,0.79
861,0.41
862,0.4
863,0.46
864,0.59
865,0.29
866,0.07
867,0.51
868,0.09
869,0.75
870,0.32
871,0.36
872,0.58
873,0.54
874,0.33
875,0.38
876,0.41
877,0.15
878,0.23
879,0.58
880,0.44
881,0.32
882,0.5
883,0.62
884,0.26
885,0.44
886,0.31
887,0.71
888,0.56
889,0.56
890,0.34
891,0.57
892,0.53
893,0.1
894,0.17
895,0.32
896,0.46
897,0.17
898,0.69
899,0.26
900,0.32
901,0.41
902,0.44
903,0.39
904,0.48
905,0.68
906,0.35
907,0.52
908,0.34
909,0.52
910,0.28
911,0.38
912,0.39
913,0.48
914,0.35
915,0.43
916,0.58
917,0.31
918,0.29
919,0.23
920,0.38
921,0.41
922,0.39
923,0.32
924,0.33
925,0.29
926,0.48
927,0.42
928,0.37
929,0.57
930,0.35
931,0.56
932,0.46
933,0.26
934,0.2
935,0.64
936,0.19
937,0.38
938,0.24
939,0.4
940,0.21
941,0.24
942,0.43
943,0.18
944,0.49
945,0.41
946,0.56
947,0.47
948,0.43
949,0.34
950,0.22
951,0.39
952,0.44
953,0.19
954,0.595
955,0.35
956,0.15
957,0.23
958,0.15
959,0.27
960,0.26
961,0.49
962,0.67
963,0.29
964,0.13
965,0.4
966,0.48
967,0.39
968,0.61
969,0.44
970,0.13
971,0.25
972,0.62
973,0.45
974,0.19
975,0.46
976,0.34
977,0.12
978,0.76
979,0.43
980,0.33
981,0.1
982,0.28
983,0.28
984,0.3883333333333333
985,0.38
986,0.25
987,0.27
988,0.22
989,0.3
990,0.24
991,0.43
992,0.52
993,0.46
994,0.05
995,0.4
996,0.38
997,0.76
998,0.26
999,0.44
1000,0.64
1001,0.32
1002,0.41
1003,0.46
1004,0.23
1005,0.59
1006,0.41
1007,0.19
1008,0.48
1009,0.22
1010,0.28
1011,0.49
1012,0.89
1013,0.31
1014,0.41
1015,0.52
1016,0.27
1017,0.46
1018,0.38
1019,0.71
1020,0.4133333333333333
1021,0.51
1022,0.21
1023,0.17
1024,0.53
1025,0.67
1026,0.46
1027,0.15
1028,0.38
1029,0.39
1030,0.69
1031,0.51
1032,0.5366666666666667
1033,0.39
1034,0.51
1035,0.34
1036,0.74
1037,0.41
1038,0.3
1039,0.49
1040,0.48
1041,0.34
1042,0.42
1043,0.39
1044,0.17
1045,0.51
1046,0.41
1047,0.28
1048,0.33
1049,0.3
1050,0.48
1051,0.62
1052,0.34
1053,0.62
1054,0.49666666666666665
1055,0.18
1056,0.53
1057,0.37
1058,0.43
1059,0.24
1060,0.43
1061,0.05
1062,0.45
1063,0.64
1064,0.31
1065,0.62
1066,0.24
1067,0.53
1068,0.65
1069,0.33
1070,0.16
1071,0.32
1072,0.31
1073,0.28
1074,0.49
1075,0.6
1076,0.49
1077,0.14
1078,0.35
1079,0.22
1080,0.32
1081,0.53
1082,0.15
1083,0.63
1084,0.13
1085,0.36
1086,0.5
1087,0.26
1088,0.31
1089,0.09
1090,0.59
1091,0.3
1092,0.51
1093,0.58
1094,0.37
1095,0.25
1096,0.45
1097,0.62
1098,0.39
1099,0.36
1100,0.49
1101,0.47
1102,0.29
1103,0.22
1104,0.46
1105,0.42
1106,0.26
1107,0.31
1108,0.5
1109,0.6
1110,0.5
1111,0.67
1112,0.54
1113,0.52
1114,0.49
1115,0.51
1116,0.04
1117,0.46
1118,0.42
1119,0.58
1120,0.29
1121,0.26
1122,0.77
1123,0.75
1124,0.49
1125,0.42
1126,0.51
1127,0.49
1128,0.51
1129,0.44
1130,0.29
1131,0.47
1132,0.21
1133,0.15
1134,0.31
1135,0.53
1136,0.19
1137,0.39
1138,0.21
1139,0.21
1140,0.24
1141,0.65
1142,0.24
1143,0.27
1144,0.49
1145,0.66
1146,0.4
1147,0.59
1148,0.42
1149,0.45
1150,0.47
1151,0.12
1152,0.37
1153,0.49
1154,0.47
1155,0.41
1156,0.35
1157,0.49
1158,0.52
1159,0.58
1160,0.25
1161,0.49
1162,0.11
1163,0.53
1164,0.3
1165,0.73
1166,0.27
1167,0.27
1168,0.29
1169,0.47
1170,0.22
1171,0.31
1172,0.27
1173,0.22
1174,0.43
1175,0.63
1176,0.42
1177,0.42
1178,0.41
1179,0.66
1180,0.46
1181,0.27
1182,0.13
1183,0.19
1184,0.58
1185,0.21
1186,0.47
1187,0.37
1188,0.54
1189,0.39
1190,0.16
1191,0.54
1192,0.36
1193,0.19
1194,0.34
1195,0.27
1196,0.38
1197,0.53
1198,0.5283333333333333
1199,0.25
1200,0.37
1201,0.54
1202,0.08
1203,0.16
1204,0.42
1205,0.53
1206,0.25
1207,0.6175
1208,0.17
1209,0.49
1210,0.45
1211,0.29
1212,0.61
1213,0.57
1214,0.59
1215,0.47
1216,0.44
1217,0.13
1218,0.45
1219,0.32
1220,0.47
1221,0.3
1222,0.43
1223,0.35
1224,0.3
1225,0.63
1226,0.32
1227,0.36
1228,0.3
1229,0.43
1230,0.51
1231,0.28
1232,0.37
1233,0.2
1234,0.46
1235,0.2
1236,0.26
1237,0.44
1238,0.47
1239,0.55
1240,0.26
1241,0.64
1242,0.2
1243,0.52
1244,0.38
1245,0.4
1246,0.67
1247,0.43
1248,0.59
1249,0.29
1250,0.25
1251,0.26
1252,0.62
1253,0.42
1254,0.57
1255,0.43
1256,0.4
1257,0.26
1258,0.87
1259,0.6
1260,0.5
1261,0.52
1262,0.42
1263,0.32
1264,0.4
1265,0.41
1266,0.6
1267,0.74
1268,0.4
1269,0.28
1270,0.56
1271,0.72
1272,0.31
1273,0.18
1274,0.25
1275,0.36
1276,0.03
1277,0.58
1278,0.51
1279,0.24
1280,0.57
1281,0.45
1282,0.51
1283,0.47
1284,0.3
1285,0.29
1286,0.49
1287,0.45
1288,0.15
1289,0.59
1290,0.66
1291,0.29
1292,0.5
1293,0.55
1294,0.62
1295,0.2
1296,0.48
1297,0.64
1298,0.48
1299,0.33
1300,0.34
1301,0.52
1302,0.41
1303,0.14
1304,0.31
1305,0.27
1306,0.42
1307,0.82
1308,0.21
1309,0.34
1310,0.61
1311,0.41
1312,0.42
1313,0.55
1314,0.38
1315,0.61
1316,0.23
1317,0.41
1318,0.55
1319,0.47
1320,0.19
1321,0.44
1322,0.19
1323,0.1
1324,0.5
1325,0.21
1326,0.39
1327,0.2
1328,0.34
1329,0.57
1330,0.21
1331,0.23
1332,0.22
1333,0.61
1334,0.51
1335,0.64
1336,0.54
1337,0.48
1338,0.73
1339,0.46
1340,0.52
1341,0.52
1342,0.35
1343,0.48
1344,0.49
1345,0.335
1346,0.46
1347,0.63
1348,0.63
1349,0.46
1350,0.55
1351,0.53
1352,0.61
1353,0.6
1354,0.53
1355,0.25
1356,0.45
1357,0.24
1358,0.48
1359,0.22
1360,0.52
1361,0.54
1362,0.42
1363,0.22
1364,0.445
1365,0.24
1366,0.25
1367,0.48
1368,0.09
1369,0.35
1370,0.22
1371,0.53
1372,0.49
1373,0.37
1374,0.75
1375,0.48
1376,0.72
1377,0.62
1378,0.48
1379,0.38
1380,0.23
1381,0.62
1382,0.49
1383,0.465
1384,0.37
1385,0.26
1386,0.32
1387,0.18
1388,0.57
1389,0.25
1390,0.35
1391,0.27
1392,0.46
1393,0.47
1394,0.3
1395,0.4
1396,0.52
1397,0.43
1398,0.18
1399,0.2
1400,0.46
1401,0.46
1402,0.3
1403,0.24
1404,0.5
1405,0.54
1406,0.44
1407,0.37
1408,0.31
1409,0.4
1410,0.19
1411,0.4133333333333333
1412,0.66
1413,0.59
1414,0.61
1415,0.25
1416,0.43
1417,0.24
1418,0.28
1419,0.52
1420,0.47
1421,0.55
1422,0.42
1423,0.2
1424,0.16
1425,0.45
1426,0.68
1427,0.33
1428,0.17
1429,0.17
1430,0.52
1431,0.34
1432,0.24
1433,0.35
1434,0.73
1435,0.25
1436,0.06
1437,0.31
1438,0.56
1439,0.43
1440,0.29
1441,0.51
1442,0.21
1443,0.48
1444,0.36
1445,0.38
1446,0.44
1447,0.06
1448,0.61
1449,0.13
1450,0.66
1451,0.62
1452,0.11
1453,0.14
1454,0.43
1455,0.59
1456,0.49
1457,0.37
1458,0.66
1459,0.49
1460,0.07
1461,0.53
1462,0.53
1463,0.4075
1464,0.57
1465,0.53
1466,0.57
1467,0.61
1468,0.19
1469,0.61
1470,0.1
1471,0.45
1472,0.4
1473,0.51
1474,0.45
1475,0.45
1476,0.48
1477,0.06
1478,0.35
1479,0.67
1480,0.35
1481,0.34
1482,0.51
1483,0.86
1484,0.54
1485,0.3
1486,0.47
1487,0.56
1488,0.27
1489,0.43
1490,0.49
1491,0.27
1492,0.58
1493,0.21
1494,0.47
1495,0.42
1496,0.28
1497,0.45
1498,0.43
1499,0.3
1500,0.37
1501,0.39
1502,0.36
1503,0.15
1504,0.32
1505,0.22
1506,0.5
1507,0.39
1508,0.34
1509,0.61
1510,0.3833333333333333
1511,0.66
1512,0.26
1513,0.36
1514,0.27
1515,0.23
1516,0.79
1517,0.42
1518,0.29
1519,0.29
1520,0.41
1521,0.23
1522,0.71
1523,0.38
1524,0.61
1525,0.26
1526,0.47
1527,0.23
1528,0.2
1529,0.55
1530,0.3
1531,0.25
1532,0.32
1533,0.33
1534,0.66
1535,0.27
1536,0.57
1537,0.42
1538,0.17
1539,0.26
1540,0.29
1541,0.6
1542,0.31
1543,0.18
1544,0.16
1545,0.39
1546,0.06
1547,0.31
1548,0.46
1549,0.59
1550,0.63
1551,0.24
1552,0.56
1553,0.55
1554,0.48
1555,0.6433333333333334
1556,0.43
1557,0.43
1558,0.39
1559,0.46
1560,0.54
1561,0.37
1562,0.13
1563,0.63
1564,0.37
1565,0.32
1566,0.16
1567,0.21
1568,0.38
1569,0.1
1570,0.46
1571,0.613095238095238
1572,0.55
1573,0.61
1574,0.22
1575,0.35
1576,0.3133333333333333
1577,0.53
1578,0.42
1579,0.42
1580,0.44
1581,0.42
1582,0.48
1583,0.18
1584,0.29
1585,0.6
1586,0.32
1587,0.55
1588,0.6
1589,0.31
1590,0.52
1591,0.32
1592,0.42
1593,0.35
1594,0.59
1595,0.46
1596,0.34
1597,0.56
1598,0.37
1599,0.48
1600,0.27
1601,0.31
1602,0.42
1603,0.34
1604,0.37
1605,0.14
1606,0.32
1607,0.67
1608,0.36
1609,0.73
1610,0.55
1611,0.42
1612,0.31
1613,0.5
1614,0.38
1615,0.43
1616,0.25
1617,0.25
1618,0.29
1619,0.29
1620,0.53
1621,0.43
1622,0.21
1623,0.53
1624,0.54
1625,0.18
1626,0.13
1627,0.29
1628,0.725
1629,0.32
1630,0.23
1631,0.21
1632,0.22
1633,0.4
1634,0.42
1635,0.24
1636,0.33
1637,0.35
1638,0.54
1639,0.35
1640,0.43
1641,0.43
1642,0.27
1643,0.31
1644,0.66
1645,0.33
1646,0.5
1647,0.54
1648,0.6814285714285714
1649,0.58
1650,0.29
1651,0.56
1652,0.5
1653,0.48
1654,0.47
1655,0.2
1656,0.35
1657,0.71
1658,0.13
1659,0.62
1660,0.76
1661,0.21
1662,0.5
1663,0.57
1664,0.34
1665,0.73
1666,0.51
1667,0.31
1668,0.35
1669,0.53
1670,0.35
1671,0.41
1672,0.21
1673,0.62
1674,0.56
1675,0.6
1676,0.39
1677,0.39
1678,0.39
1679,0.59
1680,0.12
1681,0.47
1682,0.32
1683,0.29
1684,0.33
1685,0.28
1686,0.6
1687,0.24
1688,0.33
1689,0.42
1690,0.3
1691,0.51
1692,0.13
1693,0.4
1694,0.57
1695,0.34
1696,0.5
1697,0.46
1698,0.32
1699,0.39
1700,0.67
1701,0.31
1702,0.15
1703,0.4
1704,0.34
1705,0.44
1706,0.41
1707,0.53
1708,0.77
1709,0.6
1710,0.27
1711,0.51
1712,0.39
1713,0.4
1714,0.52
1715,0.62
1716,0.5
1717,0.33
1718,0.11
1719,0.55
1720,0.42
1721,0.28
1722,0.47
1723,0.41
1724,0.49
1725,0.71
1726,0.43
1727,0.25
1728,0.47
1729,0.36
1730,0.75
1731,0.59
1732,0.54
1733,0.43
1734,0.39
1735,0.33
1736,0.3
1737,0.26
1738,0.35
1739,0.19
1740,0.16
1741,0.59
1742,0.24
1743,0.55
1744,0.05
1745,0.09
1746,0.53
1747,0.33
1748,0.67
1749,0.48
1750,0.29
1751,0.74
1752,0.17
1753,0.32
1754,0.5
1755,0.26
1756,0.41
1757,0.49
1758,0.33
1759,0.27
1760,0.21
1761,0.43
1762,0.2
1763,0.35
1764,0.77
1765,0.35
1766,0.38
1767,0.15
1768,0.37
1769,0.21
1770,0.55
1771,0.43
1772,0.84
1773,0.65
1774,0.1
1775,0.58
1776,0.19
1777,0.18
1778,0.25
1779,0.4
1780,0.66
1781,0.54
1782,0.31
1783,0.12
1784,0.51
1785,0.28
1786,0.55
1787,0.52
1788,0.25
1789,0.49
1790,0.11
1791,0.27
1792,0.41
1793,0.41
1794,0.81
1795,0.32
1796,0.18
1797,0.58
1798,0.28
1799,0.51
1800,0.29
1801,0.39
1802,0.13
1803,0.82
1804,0.58
1805,0.34
1806,0.39
1807,0.25
1808,0.35
1809,0.37
1810,0.22
1811,0.31
1812,0.41
1813,0.24
1814,0.63
1815,0.15
1816,0.68
1817,0.55
1818,0.53
1819,0.49
1820,0.38
1821,0.69
1822,0.19
1823,0.43
1824,0.35
1825,0.42
1826,0.37
1827,0.26
1828,0.17
1829,0.75
1830,0.47
1831,0.09
1832,0.46
1833,0.31
1834,0.73
1835,0.41
1836,0.53
1837,0.42
1838,0.37
1839,0.35
1840,0.29
1841,0.09
1842,0.24
1843,0.41
1844,0.7
1845,0.35
1846,0.58
1847,0.56
1848,0.12
1849,0.63
1850,0.17
1851,0.38
1852,0.41
1853,0.46
1854,0.66
1855,0.69
1856,0.64
1857,0.46
1858,0.38
1859,0.41
1860,0.59
1861,0.47
1862,0.42
1863,0.69
1864,0.65
1865,0.49
1866,0.47
1867,0.88
1868,0.51
1869,0.23
1870,0.29
1871,0.28
1872,0.44
1873,0.47
1874,0.41
1875,0.25
1876,0.66
1877,0.46
1878,0.44
1879,0.17
1880,0.69
1881,0.45
1882,0.38
1883,0.29
1884,0.36
1885,0.14
1886,0.29
1887,0.64
1888,0.38
1889,0.44
1890,0.44
1891,0.22
1892,0.56
1893,0.13
1894,0.41
1895,0.32
1896,0.34
1897,0.15
1898,0.35
1899,0.16
1900,0.42
1901,0.63
1902,0.37
1903,0.06
1904,0.4
1905,0.26
1906,0.34
1907,0.16
1908,0.09
1909,0.34
1910,0.41
1911,0.37
1912,0.51
1913,0.38
1914,0.38
1915,0.31
1916,0.51
1917,0.65
1918,0.26
1919,0.3
1920,0.8
1921,0.31
1922,0.34
1923,0.47
1924,0.82
1925,0.27
1926,0.27
1927,0.58
1928,0.48
1929,0.46333333333333326
1930,0.33
1931,0.41
1932,0.26
1933,0.48
1934,0.32
1935,0.11
1936,0.3
1937,0.81
1938,0.6
1939,0.55
1940,0.58
1941,0.24
1942,0.53
1943,0.19
1944,0.36
1945,0.09
1946,0.31
1947,0.37
1948,0.49
1949,0.57
1950,0.55
1951,0.29
1952,0.36
1953,0.42
1954,0.33
1955,0.21
1956,0.27
1957,0.21
1958,0.43
1959,0.3833333333333333
1960,0.56
1961,0.35
1962,0.45
1963,0.6533333333333334
1964,0.25
1965,0.64
1966,0.15
1967,0.38
1968,0.29
1969,0.59
1970,0.35
1971,0.39
1972,0.13
1973,0.36
1974,0.24
1975,0.46
1976,0.39
1977,0.16
1978,0.49
1979,0.33
1980,0.21
1981,0.43
1982,0.47
1983,0.43
1984,0.26
1985,0.7
1986,0.29
1987,0.27
1988,0.5
1989,0.44
1990,0.42
1991,0.45
1992,0.55
1993,0.15
1994,0.33
1995,0.43
1996,0.43
1997,0.4
1998,0.18
1999,0.19
2000,0.31
2001,0.52
2002,0.32
2003,0.37
2004,0.29
2005,0.43
2006,0.57
2007,0.65
2008,0.57
2009,0.3
2010,0.19
2011,0.52
2012,0.31
2013,0.34
2014,0.38
2015,0.27
2016,0.21
2017,0.41
2018,0.7
2019,0.51
2020,0.49
2021,0.11
2022,0.45
2023,0.49
2024,0.41
2025,0.53
2026,0.38
2027,0.11
2028,0.475
2029,0.39
2030,0.34
2031,0.27
2032,0.45
2033,0.33
2034,0.16
2035,0.06
2036,0.43
2037,0.13
2038,0.5
2039,0.59
2040,0.49
2041,0.47
2042,0.55
2043,0.32
2044,0.43
2045,0.64
2046,0.1
2047,0.14
2048,0.13
2049,0.29
2050,0.39
2051,0.7
2052,0.27
2053,0.58
2054,0.44
2055,0.15
2056,0.27
2057,0.7
2058,0.41
2059,0.29
2060,0.11
2061,0.48
2062,0.49
2063,0.48
2064,0.45
2065,0.45
2066,0.21
2067,0.3
2068,0.25
2069,0.34
2070,0.87
2071,0.32
2072,0.31
2073,0.57
2074,0.43
2075,0.27
2076,0.28
2077,0.16
2078,0.44
2079,0.5
2080,0.64
2081,0.25
2082,0.62
2083,0.18
2084,0.46
2085,0.78
2086,0.33
2087,0.49
2088,0.5
2089,0.7
2090,0.45
2091,0.31
2092,0.38
2093,0.3
2094,0.48
2095,0.61
2096,0.31
2097,0.7
2098,0.4
2099,0.4
2100,0.41
2101,0.41
2102,0.19
2103,0.67
2104,0.57
2105,0.53
2106,0.43
2107,0.21
2108,0.31
2109,0.36
2110,0.47
2111,0.4
2112,0.23
2113,0.19
2114,0.63
2115,0.29
2116,0.45
2117,0.32
2118,0.36
2119,0.26
2120,0.56
2121,0.29
2122,0.35
2123,0.35
2124,0.29
2125,0.45
2126,0.27
