index,predict
424,0.05833333333333333
1930,0.2567857142857143
521,0.04083333333333334
1111,0.0705952380952381
1771,1.0
1183,0.08654761904761905
351,0.195
578,0.5459069264069264
1307,0.13740476190476192
385,0.0
187,0.32
798,0.030833333333333334
425,0.12988095238095237
144,0.22142857142857136
1829,0.36
745,0.295
1959,0.6
1732,0.195
841,1.0
1233,0.705
1795,0.06595238095238096
235,0.11567857142857144
1937,0.52
230,0.105
920,0.2866666666666666
1593,0.07
1641,0.14083903596403588
60,0.43
1471,0.14
931,0.03766666666666667
345,0.105
1506,0.0
616,0.3
1553,0.99
239,0.7375119047619049
816,0.5044761904761905
510,0.01
1210,0.6837142857142857
1599,0.37949999999999995
47,0.0325
1951,0.065
74,0.43586940836940835
498,0.320547619047619
1637,0.467008658008658
929,0.0
449,0.05
1716,0.17394913419913416
1019,0.31
1702,0.6375000000000001
1863,0.013333333333333332
1907,0.01
171,0.5318809523809525
1841,0.13
1983,0.79
1009,1.0
708,0.006
1357,0.04
683,0.344944805194805
1628,0.026761904761904765
976,0.13817857142857143
993,0.21666666666666665
1559,0.01
528,0.38895238095238094
859,0.14409348984348977
1851,0.6
1635,0.9473611111111111
1501,0.14409348984348977
1368,0.97
184,0.1425
1275,0.3608333333333333
835,0.6808333333333333
379,0.98
773,0.1392857142857143
1066,0.002857142857142857
1813,1.0
1722,1.0
1503,0.6537261904761905
1482,0.62
442,0.0635
1661,0.23526190476190467
86,0.15166666666666667
1227,0.05352380952380951
1108,0.82
1514,0.99
1293,0.005833333333333333
900,0.0
1366,0.135
1432,0.3202023809523809
1542,0.2732301587301586
1347,0.1674285714285714
916,0.99
1305,0.03388095238095237
1500,0.6538333333333332
223,0.31023015873015874
1923,0.04794047619047619
435,1.0
1342,0.5461666666666666
1674,0.68
1269,0.12469444444444445
1525,0.46473809523809534
319,0.98
228,0.0
392,0.05
1563,0.5149999999999999
1324,0.62
1441,0.002
1710,1.0
477,0.9650912698412698
1400,0.035
1410,0.03
1791,0.1724652014652014
1973,1.0
1136,0.39
378,0.99
1365,0.39892857142857147
1173,0.5545
713,0.407291847041847
445,0.15666666666666668
1774,0.0
42,0.9833333333333333
856,0.2683333333333333
1105,0.91
277,0.145
1933,0.36
1379,0.8220000000000001
1499,0.27480158730158716
259,0.021666666666666664
591,0.10741269841269842
1745,0.23516666666666666
1541,0.14083903596403588
1118,0.45
535,1.0
247,0.58
992,0.37261724386724376
1146,0.15876201576201573
1687,0.0
1174,0.3353333333333333
1797,0.31402380952380954
1023,0.5461666666666666
1894,0.43586940836940835
374,0.05
574,0.015
615,0.2347698412698412
1763,0.4588333333333334
1792,1.0
1595,0.013333333333333332
862,0.2347698412698412
1154,0.22
1004,0.0
1057,0.06085714285714285
734,0.97
1236,0.43000000000000016
896,0.14
1941,0.3203968253968253
1195,0.07563492063492064
534,0.04761904761904763
1476,0.38
1701,0.8391666666666667
278,0.055
905,0.02
1090,0.1705
1061,0.006666666666666666
704,0.82
881,0.15876201576201573
1957,0.5149999999999999
1208,0.26916666666666667
135,0.02
198,0.8775
1899,0.026944444444444448
1215,0.99
1083,0.02
33,0.513904761904762
1682,0.03
1789,0.31483333333333335
1892,0.005333333333333333
177,0.3088382173382173
801,0.03666666666666667
35,0.67
1947,0.06
964,0.62
699,0.42
125,0.03666666666666667
585,0.9123333333333333
1918,1.0
918,0.79
1076,1.0
58,0.61
411,0.003333333333333333
8,0.97
1906,0.99
158,0.22
613,0.8391666666666667
1230,0.99
1451,0.13698448773448774
652,0.9283333333333332
1696,0.3546904761904762
1730,0.025166666666666667
434,0.9925
1465,0.05
1129,0.99
1667,0.029500000000000002
1765,0.3366666666666667
320,0.1345180375180375
1928,0.95
132,0.14083903596403588
668,0.31
987,0.92
67,1.0
480,0.56
456,0.996
1809,0.005833333333333333
149,0.2950238095238095
791,0.865
1837,0.36
597,0.5459069264069264
1125,0.0
429,0.01
586,0.4715952380952381
1543,0.017285714285714286
1862,0.02
1246,0.47947619047619056
1243,0.81
692,0.022045454545454545
719,0.052000000000000005
934,0.03
1244,0.3933333333333333
417,1.0
118,0.99
610,0.1025
1502,0.04466666666666667
678,0.99
367,0.002
266,0.0
1333,0.3088382173382173
774,0.03
1865,1.0
25,0.41615079365079366
765,0.24666666666666665
297,0.91
1934,0.81
1355,0.19
1199,0.12
1713,0.14409348984348977
305,0.21
822,0.15876201576201573
1587,0.2661071428571428
63,0.567047619047619
1590,0.84
599,0.39061904761904764
1228,0.0
1945,0.19
220,0.5159166666666668
203,0.37261724386724376
833,1.0
1818,0.086
1884,0.17472222222222217
1026,0.23526190476190467
453,0.03858730158730159
229,0.016
1742,0.2732301587301586
530,0.5205000000000001
286,0.49036904761904765
584,0.03388095238095237
1335,0.42
1024,0.53
1437,0.02
663,0.04666666666666666
1571,1.0
1186,0.03383333333333333
988,0.26966666666666667
407,1.0
1059,0.017285714285714286
1337,0.07080555555555555
311,0.95
1700,0.08316666666666667
24,1.0
1889,0.77
776,0.8325068542568542
1180,0.006666666666666666
662,0.006666666666666666
1739,0.07333333333333333
1609,0.035
406,0.05166666666666666
473,0.92
1967,0.046
716,0.06166666666666666
455,0.11048809523809522
1224,0.72
1322,0.92
1877,0.02
373,0.1295
315,0.10233444333444332
1658,0.6916666666666665
994,0.03
973,1.0
1598,0.175
1698,0.6537261904761905
1507,0.020952380952380955
404,0.64
1350,0.03
108,0.07880952380952382
899,1.0
1304,0.025
1000,0.10233444333444332
1800,0.11666666666666665
1359,0.395
1,0.5149999999999999
1805,0.15876201576201573
467,0.125
536,0.36101587301587307
66,0.3533333333333333
1866,0.011666666666666665
870,0.41455555555555557
1029,0.0
1735,0.9833333333333333
1133,0.02
1886,0.003333333333333333
1681,0.05352380952380951
1002,0.5668333333333333
705,0.11
489,0.33275
1377,1.0
1963,0.43149381174381163
984,0.32741666666666674
140,0.07520238095238095
1371,0.17472222222222217
338,0.49036904761904765
792,0.02
730,0.3092142857142857
1612,0.99
1513,0.99
756,0.04704545454545454
1003,0.03
69,0.0
1385,0.5318095238095237
962,0.04
1728,0.006666666666666666
1817,0.02
959,0.3092142857142857
1657,0.0
1040,0.023333333333333334
440,0.5459069264069264
1153,0.30530158730158713
1589,0.9092489177489176
1047,1.0
14,0.006666666666666666
797,0.10233444333444332
1252,0.025
1266,0.88
712,0.88
1135,0.19033333333333333
832,1.0
301,0.05333333333333334
518,0.6
99,0.3383333333333334
1078,0.0
1415,0.16
1390,0.15683333333333332
1566,1.0
262,0.09467243867243867
1680,0.6441666666666666
1803,0.98
401,0.36299206349206353
1158,0.095
568,0.1345180375180375
290,0.46266666666666667
1079,0.006
840,0.16192857142857148
967,0.03388095238095237
834,0.7154166666666667
1852,0.0
1427,0.9183333333333334
1762,0.23
1825,0.3608333333333333
1956,0.09
436,0.31
1630,0.04
1038,0.11567857142857144
583,0.0
863,0.03639285714285714
