enrollee_id,target
15825,0.0
7867,0.51
9823,0.15
14277,0.47
22552,0.75
27866,0.02
30815,0.06
10577,0.28
17846,0.11
29411,0.01
25052,0.1
5726,0.12
5651,0.03
2996,0.13
19449,0.58
21278,0.08
32942,0.08
25399,0.07
29261,0.05
22515,0.23
20779,0.08
25812,0.16
15518,0.79
1819,0.42
31787,0.23
24667,0.06
26900,0.04
22669,0.12
2253,0.18
27394,0.17
18788,0.05
27530,0.11
22003,0.1
21093,0.36
26321,0.05
12456,0.33
9026,0.31
12761,0.16
32774,0.23
17241,0.16
21754,0.08
26250,0.02
27100,0.2
27747,0.05
18651,0.62
7887,0.51
28506,0.05
2412,0.03
19216,0.03
27020,0.14
4575,0.07
721,0.12
8846,0.16
2686,0.0
29793,0.07
12982,0.03
6934,0.74
6161,0.06916666666666665
29089,0.07
30306,0.47
651,0.03
18465,0.02
23842,0.08
26944,0.03
3554,0.05
16137,0.65
9788,0.04
30159,0.28
23731,0.09
1779,0.1
5893,0.08
6060,0.1
17966,0.15
24033,0.17
27324,0.1
8629,0.21
23479,0.17
32611,0.13
31726,0.55
10487,0.1
27890,0.68
15075,0.2
20231,0.49
13926,0.39
4723,0.18
18358,0.08
17492,0.11
31718,0.18
22332,0.17
12861,0.11
24288,0.3
25837,0.13
26506,0.08
17565,0.29
27157,0.09
1919,0.23
12987,0.14
22228,0.22
22924,0.24
20684,0.06
17677,0.16
18236,0.07
28218,0.11
26259,0.15
18993,0.45
17339,0.13
4033,0.05
4216,0.25
9744,0.1
8910,0.04
2946,0.59
10153,0.24
25704,0.55
29464,0.64
3537,0.02
10687,0.33
12871,0.08
8560,0.14
30323,0.08
25793,0.03
29331,0.05
26401,0.19
359,0.69
31067,0.12
30188,0.17
12271,0.02
19959,0.2775
33077,0.14
3107,0.14
25660,0.46
21160,0.27
29538,0.75
5604,0.68
4817,0.48
30858,0.05
19861,0.13
7145,0.11
6429,0.08
14757,0.76
31779,0.16
1756,0.54
25324,0.07
4638,0.46
21426,0.08
19153,0.27
18489,0.72
13158,0.1
9532,0.09
3355,0.13
864,0.08
28947,0.21
25834,0.14
3343,0.12
13537,0.15
26639,0.63
13099,0.03
9001,0.16
13616,0.28
4007,0.01
23952,0.01
20609,0.12
18553,0.1
15479,0.28
33050,0.21
24511,0.07
2072,0.04
30192,0.52
26039,0.37
23486,0.1
12294,0.17
20575,0.6
22880,0.07
2590,0.01
13074,0.05
16682,0.13
14978,0.0
14405,0.21
22333,0.09
10607,0.06
375,0.04
2031,0.27
328,0.23
14171,0.13
30318,0.09
1417,0.08
9513,0.1
22132,0.14
26191,0.06
10193,0.18
4712,0.06
491,0.03
948,0.12
2841,0.01
17345,0.04
32989,0.32
19179,0.06
27196,0.31
9092,0.07
5024,0.21
9913,0.17
31060,0.32
12509,0.03
17038,0.07
7004,0.16
9297,0.54
29702,0.08
8531,0.02
12942,0.16
17947,0.12
31505,0.02
5396,0.23
3247,0.19
3937,0.02
23054,0.06
18818,0.09
21498,0.1
20007,0.05
9720,0.15
19196,0.17
2754,0.11
32261,0.54
6850,0.06
8810,0.05
30760,0.57
17132,0.27
23475,0.09
7307,0.09
16422,0.04
30664,0.18
30450,0.01
24672,0.22
15110,0.07
16434,0.14
11839,0.18
5697,0.03
229,0.28
26124,0.12
28729,0.32
11628,0.58
18582,0.18
2940,0.15
15577,0.08
31156,0.01
10915,0.18
302,0.04
15547,0.02
13046,0.06
18527,0.07
11661,0.12
5107,0.07
24257,0.55
20850,0.05
32872,0.15
17144,0.06
28851,0.02
3514,0.09
33188,0.31
8090,0.03
14847,0.45
21446,0.49
5637,0.86
2807,0.0
24397,0.57
19915,0.62
16668,0.07
10254,0.12
24007,0.08
10375,0.14
23673,0.3
28104,0.02
20617,0.12
5796,0.24
12094,0.17
2193,0.36
22722,0.04
32652,0.14
30022,0.04
22153,0.03
33023,0.17
24844,0.4
28385,0.63
8262,0.17
18922,0.55
29311,0.15
21417,0.13
14861,0.12
3691,0.07
24687,0.08
10936,0.05
30385,0.08
6729,0.47
1264,0.01
25213,0.15
16731,0.13
13650,0.04
22787,0.03
19367,0.17
11635,0.01
15740,0.52
32244,0.05
17298,0.18
31264,0.07
6128,0.02
26827,0.08
26229,0.07
5169,0.5
19036,0.04
5743,0.48
18662,0.88
5946,0.0
257,0.08
21468,0.6
17830,0.1
20574,0.16
28205,0.09
10869,0.11
22393,0.29
7927,0.04
30839,0.13
5371,0.56
22554,0.44
24519,0.13
22314,0.16
1199,0.17
32045,0.58
7169,0.08
7841,0.09
15067,0.16
26143,0.33
12981,0.2
9114,0.01
13005,0.21
17722,0.02
26024,0.1
11773,0.65
12118,0.1
4181,0.08
13086,0.03
3643,0.12
11754,0.0
2985,0.16
28771,0.07
5326,0.15
7489,0.09
11112,0.09
15294,0.68
9418,0.1
22966,0.0
30268,0.37
4874,0.07
17843,0.08
7944,0.13
8246,0.45
12305,0.46
6731,0.08
31682,0.24
25368,0.11
32590,0.51
32242,0.32
23823,0.09
6937,0.27
18093,0.21
22087,0.03
26455,0.16
25065,0.72
13966,0.28
23071,0.0
8640,0.07
8751,0.2
32084,0.02
23159,0.58
9447,0.16
15602,0.22
18040,0.0
5686,0.11
14107,0.02
11530,0.1
14436,0.45
8826,0.02
4510,0.08
8340,0.11
26460,0.07
28953,0.12
31794,0.04
24365,0.78
8247,0.2
9118,0.33
29090,0.77
32068,0.44
30825,0.22
14244,0.3
15896,0.15
2462,0.08
26662,0.03
22959,0.79
9200,0.15
6420,0.5
33172,0.6
5845,0.68
26976,0.17
22585,0.53
18952,0.07
32527,0.02
8842,0.16
12556,0.14
28148,0.05
31478,0.09
28979,0.29
14304,0.17
7731,0.07
2088,0.13
18087,0.01
25940,0.1
32500,0.71
11671,0.25
29250,0.37
15654,0.1
18675,0.64
1820,0.48
16399,0.17
18453,0.11
11597,0.18
30117,0.02
29836,0.23
31101,0.05
5216,0.61
24354,0.63
15605,0.48
18444,0.16
19176,0.12
5059,0.21
23755,0.14
4831,0.13
30835,0.62
17742,0.11
4673,0.1
5990,0.66
33296,0.06
26549,0.22
32983,0.04
1209,0.04
12540,0.02
20370,0.05
24589,0.27
30855,0.53
2636,0.58
8163,0.07
10765,0.12
6754,0.16
24770,0.01
8525,0.16
19235,0.13
24500,0.15
2634,0.15
6570,0.09
10425,0.0
6764,0.66
20248,0.07
15418,0.04
21413,0.05
3878,0.33
19106,0.04
3591,0.11
13408,0.65
21190,0.09
31185,0.14
24078,0.14
23386,0.15
17686,0.07
8784,0.14
9365,0.03
13535,0.25
14133,0.1
23648,0.17
8223,0.3
19639,0.38
21843,0.05
30751,0.71
27048,0.15
11774,0.04
28116,0.25
898,0.08
11739,0.09
13653,0.52
10094,0.15
3545,0.06
20433,0.55
31216,0.05
9741,0.09
27101,0.43
18014,0.32
24015,0.48
27197,0.09
32831,0.16
28419,0.18
440,0.31
10552,0.5
30057,0.19
5418,0.34
31132,0.19
28674,0.01
23743,0.55
10491,0.16
16187,0.1
1665,0.3
23431,0.1
2865,0.06
29245,0.11
20518,0.71
31843,0.1
10106,0.07
19519,0.65
16115,0.1
24905,0.53
7057,0.09
15089,0.02
20587,0.14
13710,0.21
1428,0.01
19328,0.09
22622,0.18
23308,0.44
20703,0.05
2849,0.3
12129,0.06
17215,0.14
3742,0.17
23470,0.07
13584,0.04
17805,0.16
6074,0.03
15502,0.01
4697,0.19
12434,0.02
18067,0.11
13702,0.18
12707,0.13
31213,0.18
11260,0.04
31926,0.03
20901,0.23
5560,0.11
19353,0.11
31605,0.06
13238,0.08
17246,0.62
4041,0.0
3566,0.0
30597,0.17
30635,0.64
5653,0.13
30812,0.03
1877,0.1
10025,0.11
16335,0.1
20030,0.03
5122,0.14
30469,0.04
33060,0.25
31589,0.18
1149,0.21
19674,0.05
11637,0.58
14225,0.03833333333333334
2405,0.11
29806,0.21
10,0.04
3533,0.09
20389,0.86
9627,0.57
910,0.14
22495,0.09
8937,0.58
5978,0.58
22970,0.36
28850,0.01
17913,0.85
6178,0.05
10545,0.03
22432,0.05
2703,0.12
3166,0.09
20258,0.05
30329,0.55
12364,0.02
23148,0.09
3495,0.09
14489,0.02
11306,0.01
2096,0.09
27094,0.04
30480,0.17
22651,0.45
8385,0.1
17758,0.07
11226,0.16
940,0.01
17456,0.16
8091,0.58
19628,0.7
2241,0.73
18025,0.05916666666666666
16789,0.09
33013,0.22
9980,0.09
16064,0.02
32809,0.5
13815,0.54
1866,0.1
17311,0.11
4268,0.02
31124,0.05
23167,0.18
24801,0.01
29846,0.46
5633,0.46
23443,0.11
31712,0.07
10527,0.41
17575,0.1
33252,0.12
23000,0.04
28795,0.07
1505,0.14
11178,0.06
3401,0.09
15001,0.03
23413,0.53
30845,0.51
30257,0.53
21156,0.54
17982,0.56
25266,0.09
24367,0.01
1892,0.21
188,0.21
11696,0.05
33273,0.04
6499,0.58
16364,0.65
7044,0.07
21517,0.68
27052,0.01
10511,0.16
19292,0.15
3913,0.07
9890,0.08
11885,0.19
3224,0.34
18326,0.62
25561,0.06
15046,0.11
15060,0.11
14298,0.13
20734,0.02
21295,0.61
5147,0.01
8001,0.72
16148,0.02
21527,0.64
2044,0.11
11030,0.14
15667,0.17
3981,0.24
18725,0.05
16667,0.01
25421,0.0
15779,0.13
6083,0.09
31502,0.05
1538,0.04
26094,0.17
29144,0.61
6920,0.09
14726,0.09
26678,0.18
23208,0.07
17984,0.07
285,0.15
25000,0.05
9814,0.01
27329,0.1
2145,0.1
21313,0.05
16476,0.52
27408,0.16
23818,0.05
13512,0.57
8548,0.56
21361,0.25
9496,0.13
10758,0.21
12061,0.08
11810,0.05
23661,0.15
29007,0.02
19144,0.2
8166,0.26
29037,0.03
16330,0.09
922,0.28
20223,0.31
18809,0.06
4656,0.12
23041,0.09
25633,0.36
4778,0.81
19110,0.11
19769,0.08
4409,0.03
12522,0.06
17473,0.5
26876,0.09
1133,0.05
17443,0.05
12346,0.57
17963,0.11
5014,0.28
23177,0.05
22465,0.0
3481,0.14
8668,0.09
3845,0.02
29442,0.64
7344,0.1
8760,0.09
11821,0.07
32047,0.17
1029,0.05
11003,0.13
5406,0.17
13332,0.44
6577,0.65
19804,0.12
8951,0.23
29528,0.01
3736,0.08
3034,0.01
3160,0.15
24882,0.6
24379,0.57
12323,0.67
5200,0.62
19886,0.12
27549,0.12
14421,0.66
9009,0.02
21269,0.12
4238,0.12
12661,0.09
14546,0.01
9613,0.02
7337,0.03
17131,0.19
28209,0.11
11944,0.09
12414,0.82
7299,0.15
14316,0.105
5339,0.04
4349,0.1
12934,0.03
13054,0.12
31745,0.14
24004,0.65
33314,0.06916666666666665
14485,0.41
27260,0.06
24872,0.38
7643,0.23
9079,0.03
9393,0.26
29482,0.05
30092,0.07
25019,0.37
21982,0.06
22951,0.05
11067,0.21
32692,0.14
14728,0.07
24109,0.08
28072,0.69
14513,0.15
27590,0.33
15415,0.04
2147,0.32
2103,0.54
7345,0.15
6229,0.19
22249,0.02
7431,0.02
12508,0.1
30363,0.05
21294,0.12
8887,0.0
30439,0.48
23123,0.07
488,0.08
31372,0.18
27959,0.73
11973,0.11
722,0.11
10265,0.01
13705,0.04
16656,0.2
26390,0.06
4469,0.61
14510,0.06
31490,0.52
31705,0.16
6107,0.05
24399,0.03
15449,0.1
12009,0.21
29670,0.06
22547,0.44
6158,0.06
4126,0.02
31815,0.1
27849,0.04
7657,0.07
30896,0.41
15036,0.63
11407,0.41
22822,0.06
26896,0.12
15377,0.17
3257,0.09
117,0.09
14295,0.06
23753,0.15
31500,0.29
23510,0.11
3106,0.09
16381,0.14
23462,0.55
25709,0.06
26602,0.03
1882,0.13
22463,0.63
21119,0.25
1584,0.06
14234,0.07
33163,0.09
16453,0.1
11998,0.58
927,0.07
7946,0.04
20668,0.57
19345,0.2
22901,0.07
4990,0.03
21404,0.69
12444,0.13
1769,0.09
3983,0.05
6943,0.57
6783,0.1
11199,0.13
2047,0.07
8727,0.0
7181,0.18
15675,0.1
13531,0.06
32769,0.16
6949,0.56
18215,0.04
32901,0.08
31359,0.03
8059,0.14
29485,0.23
29449,0.55
25625,0.05
26406,0.05
16191,0.16
22796,0.55
32224,0.08
17735,0.2
4513,0.23
1258,0.38
19931,0.1
24011,0.09
7978,0.67
31890,0.04
6801,0.42
18075,0.0
5452,0.09
2678,0.12
26428,0.76
13937,0.09
4006,0.34
27016,0.01
12807,0.08666666666666668
389,0.2
4535,0.1
27748,0.12
12813,0.05
22728,0.0
33056,0.71
20072,0.02
31005,0.2
19902,0.07
21505,0.18
26013,0.13
19248,0.16
19076,0.2
26889,0.18
2722,0.16
19933,0.0
26830,0.13
32079,0.09
3329,0.56
30002,0.1
9474,0.1
2310,0.14
22896,0.54
10733,0.63
21674,0.1
7352,0.07
20991,0.28
5437,0.16
20732,0.04
12066,0.42
5036,0.1
32313,0.09
28870,0.2
32330,0.18
29086,0.15
3865,0.13
7157,0.13
24339,0.07
27600,0.12
16800,0.51
9060,0.19
10919,0.07
12530,0.24
15567,0.16
21001,0.01
5357,0.09
22048,0.08
3265,0.14
14582,0.37
32663,0.15
2698,0.17
12327,0.1
12794,0.07
17227,0.25
13681,0.04
9986,0.1
7728,0.1
316,0.56
18758,0.43
20985,0.07
3839,0.11
32260,0.46
23754,0.47
21447,0.63
29376,0.19
9486,0.03
19289,0.22
18361,0.33
29754,0.07
31210,0.0
28166,0.03
19589,0.09
15071,0.18
1829,0.55
22074,0.03
31117,0.17
14704,0.04
18584,0.6
20864,0.14
28550,0.13
4853,0.24
21320,0.54
30993,0.13
4758,0.14
10032,0.09
24338,0.31
19638,0.08
16114,0.0
31159,0.8
218,0.11
6227,0.07
24436,0.45
16815,0.21
20702,0.18
29834,0.55
381,0.56
31163,0.63
8769,0.76
22704,0.2
24173,0.73
22054,0.03
11840,0.19
14425,0.53
27986,0.07
13990,0.36
6169,0.54
30755,0.54
2968,0.13
23658,0.38
460,0.2
23641,0.04
13290,0.14
30424,0.06
15987,0.09
24269,0.08
23278,0.19
13766,0.25
12786,0.11
7175,0.07
3091,0.14
8438,0.04
18390,0.12
25219,0.45
27301,0.77
9390,0.56
5538,0.22
11305,0.22
8321,0.13
15226,0.08
26573,0.06
32390,0.23
16179,0.08
16121,0.07
14734,0.05
26851,0.0
17459,0.06
17897,0.06
28094,0.1
580,0.04
10363,0.56
22508,0.07
20353,0.59
19416,0.07
21006,0.01
12466,0.04
12660,0.64
8346,0.3
4893,0.39
25742,0.06
27368,0.1
4104,0.32
20399,0.31
13932,0.44
28458,0.07
29101,0.05
26650,0.07
27872,0.59
14005,0.1
14047,0.1
12733,0.08
18317,0.73
26867,0.53
24479,0.07
15051,0.0
7330,0.02
8661,0.16
23623,0.15
2179,0.11
4196,0.18
5773,0.88
13810,0.08
21008,0.11
28318,0.26
17369,0.5
32846,0.31
653,0.16
14688,0.28
32473,0.28
29562,0.08
18817,0.68
2333,0.25
8143,0.58
1039,0.09
22014,0.09
5987,0.04
16788,0.21
32512,0.35
11843,0.01
18732,0.08
2028,0.15
9525,0.12
10335,0.0
29264,0.13
3227,0.05
2478,0.75
715,0.04
13759,0.12
17395,0.13
16136,0.05
21645,0.1
17887,0.56
32199,0.1
10849,0.11
23129,0.05
4536,0.17
26163,0.35
7151,0.09
1961,0.62
21684,0.04
13792,0.02
6265,0.09
20209,0.14
3755,0.03
23291,0.05
15517,0.12
18968,0.06
25430,0.03
2389,0.17
24287,0.49
8688,0.04
24988,0.52
13459,0.07
32751,0.04
15976,0.33
27231,0.13
14487,0.39
2485,0.07
17974,0.09
12754,0.22
18254,0.18
1792,0.44
1221,0.1
31997,0.01
16384,0.04
13941,0.07
769,0.0
30303,0.13
24722,0.09
10920,0.04
19665,0.55
11761,0.02
19600,0.07
11242,0.08
3873,0.52
12966,0.05
10595,0.07
21631,0.14
23471,0.19
20672,0.14
10200,0.04
8167,0.04
14804,0.23
10848,0.06
213,0.7
16872,0.12
15919,0.13
16483,0.58
4520,0.18
31599,0.12
11946,0.61
31601,0.11
1609,0.09
11427,0.29
8162,0.07
14927,0.46
12353,0.21
25044,0.61
3531,0.13
1225,0.08
31947,0.29
24568,0.17
17571,0.02
8371,0.49
13354,0.11
1311,0.22
4490,0.01
5721,0.1
16520,0.67
14130,0.06
17488,0.28
22892,0.04
28844,0.04
14197,0.1
10895,0.19
20463,0.67
19276,0.08
29612,0.45
26751,0.6
25366,0.06
8021,0.18
211,0.06
30888,0.66
26562,0.02
5982,0.02
1707,0.02
7888,0.12
12766,0.1
19592,0.45
20560,0.11
23395,0.11
15616,0.07
29934,0.13
14382,0.09
3406,0.07
5771,0.01
20294,0.05
138,0.04
30863,0.81
7824,0.08
32011,0.1
12746,0.02
27088,0.17
12662,0.09
3426,0.01
15097,0.03
32784,0.09
3872,0.02
19194,0.07
23473,0.52
33298,0.08
17365,0.14
18543,0.11
17368,0.68
30129,0.2
2406,0.03
26100,0.02
2939,0.05
27582,0.04
26064,0.04
25458,0.16
33276,0.14
7537,0.13
16687,0.29
18829,0.38
27732,0.13
21150,0.05
28182,0.13
3064,0.1
25489,0.03
10934,0.05
11576,0.35
3315,0.06
25765,0.07
18586,0.12
10369,0.05
5826,0.59
22076,0.05
33150,0.18
9030,0.59
14359,0.52
5599,0.04
6936,0.7
14744,0.03
18759,0.83
12523,0.1
8179,0.04
24823,0.59
26063,0.14
30269,0.05
13634,0.09
14683,0.07
21954,0.24
1244,0.03
6557,0.16
29302,0.17
8597,0.03
22281,0.14
21474,0.39
27997,0.04
19327,0.28
4572,0.05
24105,0.09
24836,0.09
13703,0.07
1430,0.29
4155,0.02
18858,0.09
24928,0.52
28612,0.05
29881,0.25
3665,0.05
25945,0.06
26922,0.07
4172,0.11
18362,0.3
13559,0.17
32661,0.51
22868,0.08
10148,0.02
24909,0.68
3308,0.05
21157,0.12
31189,0.69
31392,0.11
21034,0.18
7384,0.0
17142,0.19
18009,0.25
30412,0.17
2818,0.04
27221,0.03
16016,0.08
24559,0.05
19283,0.2
25066,0.13
15446,0.05
9084,0.04
7868,0.2
1549,0.15
19623,0.01
5237,0.03
28428,0.18
18621,0.79
12057,0.09
19384,0.53
19317,0.06
30561,0.56
9798,0.09
3449,0.07
31136,0.48
23353,0.7
30436,0.15
17582,0.09
4336,0.06
2200,0.86
18145,0.11
20036,0.05
5220,0.14
24113,0.05
10808,0.65
21329,0.04
32253,0.19
2793,0.07
21510,0.51
31880,0.255
30622,0.65
22315,0.07
708,0.13
20454,0.63
13022,0.07
4180,0.07
13978,0.19
5153,0.01
2619,0.0
20364,0.17
29148,0.06
20052,0.15
32825,0.05
20481,0.83
7113,0.17
843,0.06
25022,0.63
7702,0.05
468,0.03
32053,0.66
30127,0.04
22723,0.03
31327,0.1
24879,0.4
9477,0.09
14696,0.45
10555,0.07
15417,0.02
15205,0.09
9920,0.02
25916,0.0975
13594,0.67
11496,0.09
7313,0.16
1794,0.08
27655,0.01
12577,0.08
1646,0.38
15857,0.01
126,0.13
32605,0.17
14610,0.15
2675,0.19
32552,0.06
18480,0.09
3503,0.11
24118,0.49
25853,0.22
25020,0.74
23645,0.01
21290,0.09
22917,0.24
999,0.11
32343,0.05
3052,0.58
4310,0.20333333333333337
26820,0.1
30662,0.1
28212,0.1
19309,0.19
18047,0.06
7194,0.05
10615,0.06
3640,0.01
8783,0.2
30620,0.14
6406,0.08
31619,0.26
16516,0.5
22425,0.02
17789,0.04
4705,0.32
30794,0.03
15999,0.11
10305,0.28
29930,0.01
11266,0.03
3686,0.1
15498,0.21
4966,0.09
24949,0.1
3728,0.0
16837,0.11
28559,0.04
22397,0.02
31515,0.01
27472,0.18
17776,0.14
2969,0.03
13320,0.09
30986,0.71
9969,0.1
6152,0.03
29926,0.26
7985,0.07
26336,0.01
26166,0.18
11320,0.02
3999,0.0
20810,0.15
18899,0.08
13571,0.12
25152,0.13
8391,0.06
18103,0.12
30499,0.11
15868,0.15
7184,0.08
33338,0.2
17419,0.13
31719,0.07
8687,0.07
19180,0.03
10989,0.14
31399,0.09
26185,0.09
15127,0.09
23388,0.12
18845,0.24
23482,0.46
21586,0.14
14943,0.12
3517,0.03
14278,0.04
12779,0.13
6855,0.11
2392,0.1
13328,0.57
22344,0.54
30279,0.0
18385,0.54
26593,0.17
20313,0.18
2828,0.04
12431,0.28
4323,0.02
693,0.11
20916,0.17
17809,0.02
18332,0.12
9016,0.66
26595,0.19
7648,0.09
13410,0.6
22252,0.03
11015,0.14
9129,0.0
10890,0.26
25178,0.17
21699,0.06
7509,0.0275
22907,0.01
26516,0.33
30134,0.2
5779,0.01
5828,0.06
31320,0.08
13415,0.2
22952,0.05
