cust_id,gender
3709,0.25
3710,0.42
3711,0.2
3712,0.51
3713,0.26
3714,0.73
3715,0.41
3716,0.31
3717,0.41
3718,0.12
3719,0.25
3720,0.6
3721,0.4375
3722,0.34
3723,0.36
3724,0.53
3725,0.25
3726,0.38
3727,0.49
3728,0.4
3729,0.37
3730,0.49
3731,0.54
3732,0.33
3733,0.84
3734,0.16
3735,0.39
3736,0.38
3737,0.58
3738,0.15
3739,0.42
3740,0.54
3741,0.63
3742,0.46
3743,0.44
3744,0.4
3745,0.52
3746,0.37
3747,0.21
3748,0.08
3749,0.73
3750,0.41
3751,0.56
3752,0.47
3753,0.6326666666666667
3754,0.25
3755,0.59
3756,0.55
3757,0.47
3758,0.42
3759,0.46
3760,0.51
3761,0.39
3762,0.26
3763,0.16
3764,0.33
3765,0.35
3766,0.69
3767,0.48
3768,0.28
3769,0.59
3770,0.61
3771,0.15
3772,0.45
3773,0.52
3774,0.32
3775,0.38
3776,0.68
3777,0.31
3778,0.38
3779,0.42
3780,0.56
3781,0.36
3782,0.4
3783,0.32
3784,0.66
3785,0.46
3786,0.25
3787,0.48
3788,0.62
3789,0.42
3790,0.21
3791,0.34
3792,0.3
3793,0.36
3794,0.29
3795,0.27
3796,0.1
3797,0.45
3798,0.45
3799,0.59
3800,0.35
3801,0.22
3802,0.17
3803,0.4
3804,0.32
3805,0.54
3806,0.44
3807,0.1
3808,0.48
3809,0.22
3810,0.44
3811,0.5733333333333333
3812,0.57
3813,0.51
3814,0.36
3815,0.54
3816,0.51
3817,0.39
3818,0.34
3819,0.43
3820,0.65
3821,0.53
3822,0.4
3823,0.24
3824,0.17
3825,0.475
3826,0.21
3827,0.35
3828,0.41
3829,0.48
3830,0.91
3831,0.23
3832,0.26
3833,0.14
3834,0.22
3835,0.38
3836,0.38
3837,0.21
3838,0.58
3839,0.55
3840,0.54
3841,0.28
3842,0.27
3843,0.22
3844,0.27
3845,0.19
3846,0.35
3847,0.27
3848,0.25
3849,0.7
3850,0.19
3851,0.17
3852,0.44
3853,0.39
3854,0.47
3855,0.15
3856,0.37
3857,0.25
3858,0.33
3859,0.42
3860,0.665
3861,0.19
3862,0.4
3863,0.54
3864,0.83
3865,0.36
3866,0.81
3867,0.67
3868,0.44
3869,0.59
3870,0.26
3871,0.53
3872,0.58
3873,0.39
3874,0.55
3875,0.08
3876,0.35
3877,0.27
3878,0.69
3879,0.71
3880,0.64
3881,0.09
3882,0.31
3883,0.45
3884,0.15
3885,0.35
3886,0.20666666666666667
3887,0.21
3888,0.28
3889,0.13
3890,0.45
3891,0.33
3892,0.07
3893,0.15
3894,0.16
3895,0.14
3896,0.21
3897,0.16
3898,0.69
3899,0.27
3900,0.6
3901,0.43
3902,0.36
3903,0.44
3904,0.51
3905,0.34
3906,0.41
3907,0.35
3908,0.39
3909,0.58
3910,0.27
3911,0.15
3912,0.575
3913,0.46
3914,0.25
3915,0.24
3916,0.3
3917,0.47
3918,0.67
3919,0.16
3920,0.5
3921,0.36
3922,0.38
3923,0.7343333333333334
3924,0.57
3925,0.19
3926,0.12
3927,0.15
3928,0.42
3929,0.57
3930,0.48
3931,0.2
3932,0.47
3933,0.44
3934,0.09
3935,0.27
3936,0.06
3937,0.23
3938,0.37
3939,0.59
3940,0.37
3941,0.35
3942,0.32
3943,0.61
3944,0.09
3945,0.22
3946,0.45
3947,0.07
3948,0.4
3949,0.39
3950,0.39
3951,0.54
3952,0.44
3953,0.44
3954,0.87
3955,0.36
3956,0.16
3957,0.27
3958,0.4
3959,0.36
3960,0.46
3961,0.57
3962,0.44
3963,0.11
3964,0.38
3965,0.545
3966,0.2
3967,0.22
3968,0.81
3969,0.39
3970,0.2
3971,0.2
3972,0.5158333333333334
3973,0.75
3974,0.28
3975,0.31
3976,0.41
3977,0.26
3978,0.65
3979,0.5
3980,0.43
3981,0.24
3982,0.22
3983,0.63
3984,0.47
3985,0.09
3986,0.23
3987,0.24
3988,0.38
3989,0.52
3990,0.5
3991,0.54
3992,0.2
3993,0.2
3994,0.28
3995,0.5
3996,0.32
3997,0.41
3998,0.66
3999,0.73
4000,0.32
4001,0.5
4002,0.37
4003,0.44
4004,0.46
4005,0.34
4006,0.15
4007,0.48
4008,0.36
4009,0.37
4010,0.25
4011,0.41
4012,0.59
4013,0.41
4014,0.12
4015,0.51
4016,0.09
4017,0.52
4018,0.47
4019,0.51
4020,0.23
4021,0.52
4022,0.43
4023,0.42
4024,0.41
4025,0.48
4026,0.64
4027,0.49
4028,0.17
4029,0.28
4030,0.12
4031,0.26
4032,0.49
4033,0.42
4034,0.49
4035,0.47
4036,0.49
4037,0.21
4038,0.34
4039,0.2
4040,0.78
4041,0.2
4042,0.12
4043,0.26
4044,0.39
4045,0.79
4046,0.51
4047,0.2
4048,0.59
4049,0.38
4050,0.43
4051,0.51
4052,0.43
4053,0.3
4054,0.28
4055,0.54
4056,0.665
4057,0.31
4058,0.54
4059,0.79
4060,0.28
4061,0.44
4062,0.48
4063,0.42
4064,0.56
4065,0.58
4066,0.28
4067,0.38
4068,0.14
4069,0.5
4070,0.2
4071,0.44
4072,0.14
4073,0.28
4074,0.17
4075,0.6
4076,0.27
4077,0.31
4078,0.26
4079,0.40333333333333327
4080,0.49
4081,0.14
4082,0.27
4083,0.32
4084,0.49
4085,0.47
4086,0.39
4087,0.38
4088,0.26
4089,0.21
4090,0.38
4091,0.47
4092,0.44
4093,0.52
4094,0.45
4095,0.34
4096,0.68
4097,0.52
4098,0.59
4099,0.36
4100,0.615
4101,0.49
4102,0.23
4103,0.26
4104,0.16
4105,0.57
4106,0.09
4107,0.31
4108,0.46
4109,0.36
4110,0.21
4111,0.76
4112,0.3
4113,0.49
4114,0.31
4115,0.44
4116,0.55
4117,0.42
4118,0.17
4119,0.31
4120,0.36
4121,0.67
4122,0.54
4123,0.46
4124,0.77
4125,0.46
4126,0.16
4127,0.22
4128,0.16
4129,0.5
4130,0.24
4131,0.57
4132,0.36
4133,0.38
4134,0.37
4135,0.42
4136,0.4
4137,0.55
4138,0.45
4139,0.57
4140,0.48
4141,0.33
4142,0.12
4143,0.38
4144,0.83
4145,0.82
4146,0.35
4147,0.37
4148,0.42
4149,0.73
4150,0.3
4151,0.38
4152,0.73
4153,0.51
4154,0.31
4155,0.31
4156,0.51
4157,0.35
4158,0.56
4159,0.08
4160,0.71
4161,0.14
4162,0.39
4163,0.45
4164,0.33
4165,0.34
4166,0.5
4167,0.56
4168,0.61
4169,0.43
4170,0.35
4171,0.38
4172,0.23
4173,0.36
4174,0.51
4175,0.19
4176,0.49
4177,0.25
4178,0.35
4179,0.41
4180,0.27
4181,0.19
4182,0.47
4183,0.22
4184,0.32
4185,0.16
4186,0.4
4187,0.18
4188,0.54
4189,0.32
4190,0.14
4191,0.48
4192,0.4
4193,0.39
4194,0.47
4195,0.72
4196,0.49666666666666665
4197,0.53
4198,0.48
4199,0.27
4200,0.53
4201,0.38
4202,0.29
4203,0.5
4204,0.58
4205,0.16
4206,0.79
4207,0.26
4208,0.39
4209,0.43
4210,0.17
4211,0.28
4212,0.48
4213,0.11
4214,0.24
4215,0.24
4216,0.61
4217,0.17
4218,0.29
4219,0.49
4220,0.48
4221,0.3
4222,0.47
4223,0.1
4224,0.39
4225,0.36
4226,0.41
4227,0.56
4228,0.53
4229,0.39
4230,0.68
4231,0.45
4232,0.51
4233,0.44
4234,0.46
4235,0.64
4236,0.4
4237,0.53
4238,0.6
4239,0.43
4240,0.22
4241,0.15
4242,0.43
4243,0.18
4244,0.39
4245,0.31
4246,0.76
4247,0.54
4248,0.29
4249,0.32
4250,0.25
4251,0.47
4252,0.34
4253,0.32
4254,0.58
4255,0.35
4256,0.14
4257,0.26
4258,0.7
4259,0.83
4260,0.53
4261,0.33
4262,0.35
4263,0.39
4264,0.61
4265,0.06
4266,0.76
4267,0.34
4268,0.18
4269,0.26
4270,0.69
4271,0.57
4272,0.24
4273,0.66
4274,0.56
4275,0.36
4276,0.37
4277,0.45
4278,0.28
4279,0.42
4280,0.39
4281,0.53
4282,0.38
4283,0.44
4284,0.68
4285,0.62
4286,0.29
4287,0.52
4288,0.4
4289,0.59
4290,0.56
4291,0.39
4292,0.67
4293,0.45
4294,0.2
4295,0.08
4296,0.53
4297,0.28
4298,0.33
4299,0.37
4300,0.14
4301,0.32
4302,0.18
4303,0.22
4304,0.4
4305,0.59
4306,0.36
4307,0.19
4308,0.26
4309,0.17
4310,0.21
4311,0.55
4312,0.41
4313,0.55
4314,0.29
4315,0.93
4316,0.57
4317,0.5
4318,0.4
4319,0.61
4320,0.25
4321,0.22
4322,0.41
4323,0.26
4324,0.33
4325,0.57
4326,0.54
4327,0.38
4328,0.42
4329,0.25
4330,0.35
4331,0.42
4332,0.49
4333,0.36
4334,0.23
4335,0.27
4336,0.5
4337,0.49
4338,0.7
4339,0.1
4340,0.23
4341,0.48
4342,0.67
4343,0.15
4344,0.37
4345,0.28
4346,0.4
4347,0.4
4348,0.31
4349,0.58
4350,0.24
4351,0.13
4352,0.34
4353,0.35
4354,0.41
4355,0.45
4356,0.61
4357,0.31
4358,0.4
4359,0.41
4360,0.81
4361,0.46
4362,0.38
4363,0.31
4364,0.51
4365,0.35
4366,0.11
4367,0.45
4368,0.08
4369,0.6
4370,0.24
4371,0.48
4372,0.55
4373,0.64
4374,0.34
4375,0.38
4376,0.55
4377,0.35
4378,0.28
4379,0.43
4380,0.48
4381,0.36
4382,0.56
4383,0.57
4384,0.35
4385,0.39
4386,0.36
4387,0.55
4388,0.39
4389,0.45
4390,0.4
4391,0.46
4392,0.6
4393,0.09
4394,0.2
4395,0.39
4396,0.39
4397,0.21
4398,0.68
4399,0.2
4400,0.28
4401,0.33
4402,0.36
4403,0.38
4404,0.39
4405,0.65
4406,0.37
4407,0.72
4408,0.26
4409,0.62
4410,0.25
4411,0.29
4412,0.31
4413,0.34
4414,0.29
4415,0.34
4416,0.57
4417,0.39
4418,0.22
4419,0.48
4420,0.22
4421,0.6
4422,0.27
4423,0.34
4424,0.26
4425,0.34
4426,0.32
4427,0.44
4428,0.28
4429,0.51
4430,0.37
4431,0.34
4432,0.37
4433,0.17
4434,0.24
4435,0.63
4436,0.25
4437,0.24
4438,0.2
4439,0.35
4440,0.12
4441,0.13
4442,0.44
4443,0.16
4444,0.48
4445,0.49
4446,0.54
4447,0.35
4448,0.47
4449,0.41
4450,0.3
4451,0.52
4452,0.37
4453,0.33
4454,0.5433333333333333
4455,0.34
4456,0.13
4457,0.18
4458,0.17
4459,0.24
4460,0.2
4461,0.49
4462,0.59
4463,0.23
4464,0.13
4465,0.47
4466,0.55
4467,0.44
4468,0.74
4469,0.38
4470,0.17
4471,0.4
4472,0.61
4473,0.46
4474,0.15
4475,0.44
4476,0.48
4477,0.22
4478,0.7783333333333334
4479,0.36
4480,0.26
4481,0.06
4482,0.23
4483,0.28
4484,0.3558333333333333
4485,0.48
4486,0.31
4487,0.23
4488,0.12
4489,0.32
4490,0.27
4491,0.43
4492,0.46
4493,0.41
4494,0.08
4495,0.34
4496,0.28
4497,0.69
4498,0.22
4499,0.38
4500,0.5866666666666667
4501,0.38
4502,0.35
4503,0.49
4504,0.12
4505,0.58
4506,0.39
4507,0.22
4508,0.51
4509,0.2
4510,0.35
4511,0.51
4512,0.83
4513,0.3
4514,0.37
4515,0.46
4516,0.2
4517,0.35
4518,0.47
4519,0.68
4520,0.48583333333333334
4521,0.47
4522,0.13
4523,0.16
4524,0.59
4525,0.67
4526,0.42
4527,0.14
4528,0.49
4529,0.26
4530,0.66
4531,0.42
4532,0.56
4533,0.47
4534,0.45
4535,0.5
4536,0.55
4537,0.44
4538,0.26
4539,0.55
4540,0.58
4541,0.4
4542,0.51
4543,0.24
4544,0.31
4545,0.4
4546,0.44
4547,0.16
4548,0.38
4549,0.23
4550,0.57
4551,0.6
4552,0.3
4553,0.51
4554,0.6133333333333333
4555,0.09
4556,0.56
4557,0.33
4558,0.42
4559,0.18
4560,0.52
4561,0.15
4562,0.46
4563,0.6525
4564,0.33
4565,0.62
4566,0.36
4567,0.51
4568,0.58
4569,0.46
4570,0.17
4571,0.17
4572,0.22
4573,0.28
4574,0.57
4575,0.43
4576,0.6
4577,0.19
4578,0.3
4579,0.15
4580,0.3
4581,0.5
4582,0.15
4583,0.69
4584,0.28
4585,0.32
4586,0.43
4587,0.35
4588,0.32
4589,0.12
4590,0.5
4591,0.32
4592,0.45
4593,0.48
4594,0.36
4595,0.14
4596,0.43
4597,0.57
4598,0.37
4599,0.32
4600,0.41
4601,0.55
4602,0.28
4603,0.26
4604,0.37
4605,0.38
4606,0.3
4607,0.38
4608,0.53
4609,0.55
4610,0.56
4611,0.64
4612,0.59
4613,0.42
4614,0.47
4615,0.55
4616,0.02
4617,0.54
4618,0.24
4619,0.47
4620,0.37
4621,0.31
4622,0.79
4623,0.63
4624,0.44
4625,0.31
4626,0.39
4627,0.29
4628,0.52
4629,0.34
4630,0.4
4631,0.32
4632,0.19
4633,0.2
4634,0.25
4635,0.4
4636,0.29833333333333334
4637,0.5
4638,0.28
4639,0.22
4640,0.3
4641,0.63
4642,0.3
4643,0.2
4644,0.44
4645,0.6
4646,0.4
4647,0.46
4648,0.42
4649,0.39
4650,0.43
4651,0.25
4652,0.47
4653,0.45
4654,0.38
4655,0.3
4656,0.34
4657,0.46
4658,0.4
4659,0.48
4660,0.04
4661,0.55
4662,0.1
4663,0.52
4664,0.37
4665,0.63
4666,0.34
4667,0.3
4668,0.35
4669,0.49
4670,0.27
4671,0.27
4672,0.15
4673,0.31
4674,0.4
4675,0.65
4676,0.39
4677,0.3933333333333333
4678,0.31
4679,0.62
4680,0.32
4681,0.25
4682,0.23
4683,0.17
4684,0.54
4685,0.12
4686,0.36
4687,0.46
4688,0.47
4689,0.4
4690,0.24
4691,0.48
4692,0.34
4693,0.13
4694,0.31
4695,0.36
4696,0.25
4697,0.42
4698,0.425
4699,0.2
4700,0.41
4701,0.6
4702,0.09
4703,0.17
4704,0.39
4705,0.61
4706,0.22
4707,0.51
4708,0.22
4709,0.33
4710,0.41
4711,0.33
4712,0.61
4713,0.49
4714,0.63
4715,0.46
4716,0.48
4717,0.3
4718,0.41
4719,0.42
4720,0.39
4721,0.37
4722,0.44
4723,0.23
4724,0.14
4725,0.55
4726,0.43
4727,0.38
4728,0.34
4729,0.45
4730,0.36
4731,0.3
4732,0.28
4733,0.25
4734,0.42
4735,0.3
4736,0.33
4737,0.38
4738,0.52
4739,0.56
4740,0.24
4741,0.6
4742,0.21
4743,0.56
4744,0.35
4745,0.57
4746,0.62
4747,0.38
4748,0.63
4749,0.37
4750,0.19
4751,0.21
4752,0.58
4753,0.45
4754,0.49
4755,0.62
4756,0.46
4757,0.24
4758,0.79
4759,0.57
4760,0.5
4761,0.45
4762,0.34
4763,0.4
4764,0.35
4765,0.53
4766,0.53
4767,0.63
4768,0.38
4769,0.3
4770,0.46
4771,0.74
4772,0.41
4773,0.32
4774,0.18
4775,0.41
4776,0.17
4777,0.58
4778,0.44
4779,0.18
4780,0.6
4781,0.29
4782,0.53
4783,0.49
4784,0.31
4785,0.31
4786,0.34
4787,0.45
4788,0.2
4789,0.7
4790,0.67
4791,0.35
4792,0.46
4793,0.54
4794,0.68
4795,0.22
4796,0.56
4797,0.57
4798,0.43
4799,0.37
4800,0.39
4801,0.5
4802,0.45
4803,0.04
4804,0.27
4805,0.29
4806,0.44
4807,0.8
4808,0.13
4809,0.4
4810,0.62
4811,0.31
4812,0.28
4813,0.6
4814,0.26
4815,0.69
4816,0.21
4817,0.33
4818,0.58
4819,0.61
4820,0.3
4821,0.5
4822,0.21
4823,0.04
4824,0.53
4825,0.19
4826,0.48
4827,0.38
4828,0.28
4829,0.46
4830,0.25
4831,0.37
4832,0.15
4833,0.65
4834,0.4
4835,0.58
4836,0.54
4837,0.43
4838,0.74
4839,0.52
4840,0.46
4841,0.57
4842,0.34
4843,0.42
4844,0.46
4845,0.28
4846,0.61
4847,0.54
4848,0.61
4849,0.37
4850,0.5683333333333332
4851,0.43
4852,0.54
4853,0.76
4854,0.53
4855,0.25
4856,0.62
4857,0.14
4858,0.46
4859,0.27
4860,0.51
4861,0.6
4862,0.49
4863,0.18
4864,0.455
4865,0.25
4866,0.36
4867,0.41
4868,0.2
4869,0.46
4870,0.35
4871,0.41
4872,0.64
4873,0.31
4874,0.67
4875,0.66
4876,0.74
4877,0.64
4878,0.43
4879,0.33
4880,0.22
4881,0.59
4882,0.49
4883,0.4
4884,0.35
4885,0.29
4886,0.36
4887,0.21
4888,0.52
4889,0.3
4890,0.38
4891,0.27
4892,0.61
4893,0.49
4894,0.18
4895,0.48
4896,0.43
4897,0.44
4898,0.26
4899,0.25
4900,0.46
4901,0.62
4902,0.38
4903,0.1
4904,0.4
4905,0.52
4906,0.41666666666666663
4907,0.48
4908,0.41
4909,0.41
4910,0.24
4911,0.44583333333333336
4912,0.66
4913,0.62
4914,0.56
4915,0.28
4916,0.43
4917,0.23
4918,0.49
4919,0.51
4920,0.32
4921,0.58
4922,0.36
4923,0.18
4924,0.15
4925,0.42
4926,0.66
4927,0.25
4928,0.22
4929,0.11
4930,0.44
4931,0.23
4932,0.27
4933,0.33
4934,0.72
4935,0.17
4936,0.11
4937,0.18
4938,0.5
4939,0.53
4940,0.42
4941,0.43
4942,0.3
4943,0.55
4944,0.33
4945,0.44
4946,0.41
4947,0.09
4948,0.58
4949,0.29
4950,0.58
4951,0.51
4952,0.22
4953,0.26
4954,0.41
4955,0.7
4956,0.54
4957,0.36
4958,0.6
4959,0.44
4960,0.04
4961,0.52
4962,0.53
4963,0.315
4964,0.44
4965,0.4
4966,0.53
4967,0.57
4968,0.19
4969,0.55
4970,0.06
4971,0.55
4972,0.39
4973,0.47
4974,0.4
4975,0.46
4976,0.48
4977,0.17
4978,0.5
4979,0.72
4980,0.27
4981,0.32
4982,0.48
4983,0.8
4984,0.47
4985,0.36
4986,0.39
4987,0.54
4988,0.2
4989,0.46
4990,0.37
4991,0.39
4992,0.57
4993,0.2
4994,0.38
4995,0.57
4996,0.34
4997,0.29
4998,0.39
4999,0.27
5000,0.23
5001,0.38
5002,0.41
5003,0.22
5004,0.31
5005,0.22
5006,0.43
5007,0.37
5008,0.41
5009,0.54
5010,0.42
5011,0.61
5012,0.21
5013,0.3375
5014,0.26
5015,0.22
5016,0.7
5017,0.45
5018,0.35
5019,0.37
5020,0.45
5021,0.28
5022,0.63
5023,0.44
5024,0.53
5025,0.21
5026,0.47
5027,0.43
5028,0.24
5029,0.5
5030,0.31
5031,0.3
5032,0.36
5033,0.24
5034,0.4
5035,0.29
5036,0.48
5037,0.41
5038,0.23
5039,0.32
5040,0.32
5041,0.51
5042,0.29
5043,0.21
5044,0.19666666666666668
5045,0.49
5046,0.09
5047,0.33
5048,0.37
5049,0.63
5050,0.75
5051,0.27
5052,0.49
5053,0.56
5054,0.56
5055,0.6333333333333333
5056,0.46
5057,0.43
5058,0.37
5059,0.29
5060,0.7
5061,0.49
5062,0.2
5063,0.58
5064,0.35
5065,0.32
5066,0.37
5067,0.21
5068,0.37
5069,0.07
5070,0.22
5071,0.6523333333333334
5072,0.57
5073,0.54
5074,0.27
5075,0.34
5076,0.3325
5077,0.48
5078,0.22
5079,0.38
5080,0.48
5081,0.43
5082,0.36
5083,0.18
5084,0.36
5085,0.49
5086,0.3
5087,0.45
5088,0.72
5089,0.24
5090,0.53
5091,0.37
5092,0.3
5093,0.44
5094,0.5
5095,0.6
5096,0.16
5097,0.52
5098,0.36
5099,0.43
5100,0.34
5101,0.38
5102,0.37
5103,0.28
5104,0.34
5105,0.31
5106,0.34083333333333327
5107,0.57
5108,0.36
5109,0.7083333333333335
5110,0.58
5111,0.42
5112,0.26
5113,0.46
5114,0.38
5115,0.28
5116,0.29
5117,0.16
5118,0.23
5119,0.46
5120,0.62
5121,0.42
5122,0.22
5123,0.52
5124,0.5
5125,0.3
5126,0.27
5127,0.45
5128,0.7925
5129,0.3
5130,0.34
5131,0.37
5132,0.15
5133,0.4
5134,0.32
5135,0.16
5136,0.31
5137,0.38
5138,0.43
5139,0.39
5140,0.4
5141,0.42
5142,0.33
5143,0.4
5144,0.63
5145,0.23
5146,0.43
5147,0.62
5148,0.7041666666666667
5149,0.69
5150,0.28
5151,0.56
5152,0.49
5153,0.44
5154,0.41
5155,0.16
5156,0.33
5157,0.68
5158,0.12
5159,0.46
5160,0.69
5161,0.25
5162,0.58
5163,0.56
5164,0.4
5165,0.56
5166,0.59
5167,0.32
5168,0.42
5169,0.53
5170,0.37
5171,0.43
5172,0.11
5173,0.48
5174,0.67
5175,0.61
5176,0.53
5177,0.36
5178,0.43
5179,0.49
5180,0.12
5181,0.585
5182,0.35
5183,0.24
5184,0.34
5185,0.21
5186,0.62
5187,0.18
5188,0.3
5189,0.35
5190,0.31
5191,0.48
5192,0.1
5193,0.44
5194,0.62
5195,0.28
5196,0.55
5197,0.41
5198,0.45
5199,0.4
5200,0.56
5201,0.57
5202,0.23
5203,0.48
5204,0.21
5205,0.55
5206,0.42
5207,0.46
5208,0.69
5209,0.62
5210,0.28
5211,0.43
5212,0.2
5213,0.5
5214,0.4
5215,0.51
5216,0.38
5217,0.24
5218,0.27
5219,0.44
5220,0.38
5221,0.24
5222,0.52
5223,0.4
5224,0.51
5225,0.57
5226,0.41
5227,0.34
5228,0.42
5229,0.26
5230,0.68
5231,0.55
5232,0.52
5233,0.53
5234,0.44
5235,0.39
5236,0.32
5237,0.21
5238,0.33
5239,0.15
5240,0.16
5241,0.52
5242,0.48
5243,0.48
5244,0.2
5245,0.15
5246,0.53
5247,0.35
5248,0.66
5249,0.43
5250,0.32
5251,0.63
5252,0.1
5253,0.38
5254,0.44
5255,0.15
5256,0.39
5257,0.54
5258,0.31
5259,0.29
5260,0.32
5261,0.38
5262,0.27
5263,0.37
5264,0.71
5265,0.42
5266,0.33
5267,0.26
5268,0.33
5269,0.25
5270,0.52
5271,0.47
5272,0.79
5273,0.65
5274,0.1
5275,0.47
5276,0.22
5277,0.19
5278,0.2
5279,0.46
5280,0.55
5281,0.52
5282,0.33
5283,0.31
5284,0.47
5285,0.36
5286,0.49
5287,0.42
5288,0.27
5289,0.6
5290,0.13
5291,0.23
5292,0.56
5293,0.51
5294,0.75
5295,0.44
5296,0.28
5297,0.5
5298,0.27
5299,0.48
5300,0.12
5301,0.45
5302,0.18
5303,0.76
5304,0.59
5305,0.49
5306,0.29
5307,0.35
5308,0.25
5309,0.41
5310,0.14
5311,0.4
5312,0.43
5313,0.25
5314,0.62
5315,0.12
5316,0.58
5317,0.51
5318,0.51
5319,0.45
5320,0.31
5321,0.55
5322,0.18
5323,0.43
5324,0.27
5325,0.38
5326,0.35
5327,0.27
5328,0.29
5329,0.68
5330,0.52
5331,0.12
5332,0.37
5333,0.43
5334,0.65
5335,0.36
5336,0.57
5337,0.27
5338,0.34
5339,0.42
5340,0.23
5341,0.07
5342,0.31
5343,0.5
5344,0.73
5345,0.25
5346,0.47
5347,0.6125
5348,0.14
5349,0.66
5350,0.16
5351,0.47
5352,0.46
5353,0.4
5354,0.71
5355,0.56
5356,0.47
5357,0.44
5358,0.41
5359,0.55
5360,0.53
5361,0.43
5362,0.28
5363,0.5
5364,0.68
5365,0.39
5366,0.44
5367,0.81
5368,0.52
5369,0.37
5370,0.39
5371,0.28
5372,0.25
5373,0.53
5374,0.37
5375,0.21
5376,0.62
5377,0.52
5378,0.39
5379,0.25
5380,0.81
5381,0.4
5382,0.28
5383,0.26
5384,0.37
5385,0.21
5386,0.26
5387,0.66
5388,0.36
5389,0.5
5390,0.44
5391,0.17
5392,0.55
5393,0.12
5394,0.44
5395,0.23
5396,0.29
5397,0.18
5398,0.25
5399,0.13
5400,0.37
5401,0.53
5402,0.39
5403,0.06
5404,0.39
5405,0.37
5406,0.42
5407,0.11
5408,0.09
5409,0.42
5410,0.59
5411,0.44
5412,0.46
5413,0.47
5414,0.42
5415,0.23
5416,0.5
5417,0.6
5418,0.33
5419,0.26
5420,0.81
5421,0.42
5422,0.33
5423,0.19
5424,0.87
5425,0.31
5426,0.35
5427,0.44
5428,0.61
5429,0.55
5430,0.28
5431,0.44
5432,0.35
5433,0.36
5434,0.3
5435,0.14
5436,0.29
5437,0.75
5438,0.54
5439,0.61
5440,0.62
5441,0.16
5442,0.43
5443,0.16
5444,0.37
5445,0.04
5446,0.31
5447,0.48
5448,0.46
5449,0.61
5450,0.65
5451,0.25
5452,0.26
5453,0.32
5454,0.35
5455,0.16
5456,0.36
5457,0.3
5458,0.47
5459,0.4125
5460,0.64
5461,0.32
5462,0.58
5463,0.6716666666666667
5464,0.3
5465,0.58
5466,0.15
5467,0.46
5468,0.18
5469,0.55
5470,0.26
5471,0.38
5472,0.07
5473,0.5
5474,0.23
5475,0.54
5476,0.29
