id,pose
1167,1.0
1175,1.0
1184,0.03
1186,0.04
1189,0.02
1191,1.0
1193,1.0
1196,0.02
1198,0.02
1199,0.05
1203,1.0
1217,0.07
1221,0.03
1226,1.0
1232,0.02
1233,1.0
1247,0.97
1251,0.58
1256,1.0
1259,0.0
1260,0.03
1265,0.0
1266,0.05
1283,1.0
1289,1.0
1293,1.0
1295,0.99
1300,0.99
1305,0.92
1320,0.02
1324,0.01
1329,0.06
1336,1.0
1344,1.0
1355,0.0
1360,0.01
1366,1.0
1367,0.02
1369,1.0
1370,1.0
1378,1.0
1382,0.01
1383,0.99
1387,0.01
1395,0.99
1396,1.0
1399,0.99
1403,0.04
1416,0.01
1420,1.0
1428,1.0
1432,0.06
1433,0.04
1443,0.01
1455,0.99
1460,1.0
1462,0.98
1471,1.0
1472,0.01
1482,0.03
1490,0.02
1493,1.0
1496,0.01
1500,1.0
1501,0.05
1503,0.98
1504,1.0
1507,0.99
1513,0.03
1515,0.97
1517,0.0
1519,0.01
1527,0.0
1535,0.01
1536,1.0
1538,0.14
1539,0.02
1542,0.04
1546,0.09
1552,0.99
1557,0.03
1559,1.0
1568,0.98
1576,1.0
1578,0.01
1579,0.03
1587,0.85
1589,1.0
1594,1.0
1606,0.12
1607,1.0
1608,1.0
1609,0.05
1611,0.98
1621,0.02
1633,1.0
1640,0.05
1641,1.0
1645,1.0
1650,0.04
1661,1.0
1669,1.0
1675,0.03
1676,0.01
1680,0.0
1689,0.01
1699,1.0
1702,0.01
1704,0.02
1709,1.0
1716,0.01
1717,0.03
1721,0.0
1725,1.0
1729,0.99
1734,1.0
1735,0.0
1738,1.0
1743,0.95
1747,0.01
1761,0.02
1769,0.0
1778,0.01
1789,0.02
1799,1.0
1806,0.0
1811,0.9
1812,0.0
1819,0.0
1824,0.01
1826,1.0
1829,0.06
1831,0.0
1850,0.0
1860,0.01
1864,0.03
1872,0.0
1877,0.02
1878,0.0
1883,0.0
1908,0.01
1911,1.0
1912,1.0
1914,0.98
1919,0.96
1920,0.99
1927,1.0
1930,1.0
1932,0.99
1952,0.0
1956,0.02
1957,1.0
1965,0.02
1967,1.0
1988,1.0
1998,1.0
1999,1.0
2019,0.0
2023,0.01
2024,0.03
2025,0.0
2034,0.01
2037,1.0
2039,1.0
2042,0.05
2057,1.0
2060,0.0
2061,0.0
2083,1.0
2085,1.0
2086,1.0
2089,0.03
2091,1.0
2093,0.16
2097,1.0
2098,1.0
2103,0.82
2104,1.0
2106,0.98
2111,0.01
2120,1.0
2126,0.01
2143,1.0
2146,0.01
2155,1.0
2157,0.0
2164,0.0
2165,0.01
2172,1.0
2178,0.02
2181,0.01
2208,1.0
2209,0.0
2220,0.03
2222,0.0
2224,0.01
2225,0.01
2231,1.0
2232,0.1
2233,0.0
2246,0.89
2248,0.01
2250,0.01
2255,0.01
2265,0.0
2272,0.0
2277,0.98
2294,1.0
2295,0.04
2297,0.01
2298,1.0
2301,0.99
2309,0.91
2311,0.95
2312,1.0
2314,0.7
2321,1.0
2323,0.03
2334,0.99
2337,1.0
2340,0.03
2342,0.02
2343,1.0
2346,0.0
2349,1.0
2354,0.96
2359,0.01
2366,0.05
2374,0.0
2377,0.01
2379,0.02
2381,1.0
2385,0.02
2386,0.99
2395,0.02
2396,0.01
2397,0.07
2400,0.0
2402,0.98
2408,1.0
2418,0.0
2428,1.0
2438,0.99
2441,0.01
2442,1.0
2455,0.01
2457,0.74
2461,0.01
2468,0.01
2470,0.04
2478,1.0
2485,0.0
2490,0.08
2491,0.06
2493,0.0
2503,0.95
2508,0.06
2518,0.02
2520,0.99
2523,0.99
2525,0.0
2528,0.99
2532,0.08
2534,0.05
2536,1.0
2537,0.99
2539,1.0
2553,0.05
2568,0.03
2570,0.02
2574,1.0
2575,1.0
2578,1.0
2581,1.0
2585,0.99
2589,0.03
2591,0.01
2606,1.0
2607,0.04
2617,1.0
2629,1.0
2636,0.44
2653,0.99
2656,1.0
2658,0.97
2661,1.0
2663,0.0
2669,1.0
2672,0.01
2684,0.0
2690,1.0
2696,0.0
2704,0.03
2708,1.0
2717,0.01
2718,0.0
2729,0.94
2731,0.03
2734,0.8
2737,0.95
2739,1.0
2743,1.0
2744,0.83
2747,0.01
2749,0.02
2751,0.0
2761,0.99
2762,0.11
2764,0.01
2770,0.02
2773,0.0
2779,0.99
2782,0.02
2794,0.98
2802,0.01
2804,1.0
2810,0.01
2812,0.01
2813,0.0
2824,0.99
2827,1.0
2829,0.98
2840,1.0
2841,0.05
2843,1.0
2849,0.06
2850,0.05
2851,0.01
2856,1.0
2858,1.0
2862,0.01
2870,0.0
2873,0.0
2875,0.04
2876,0.03
2880,0.05
2884,1.0
2889,0.02
2897,0.0
2903,0.0
2909,0.0
2913,0.04
2918,0.05
2919,0.06
2933,1.0
2935,0.0
2944,1.0
2949,0.92
2953,0.0
2958,0.98
2961,0.98
2974,0.03
2980,0.0
2982,0.03
2989,0.0
2991,1.0
3000,0.99
3002,0.0
3009,0.01
3014,0.99
3026,1.0
3031,1.0
3034,0.99
3044,0.01
3058,0.01
3063,0.98
3064,0.01
3065,1.0
3069,0.06
3071,0.99
3073,0.03
3075,1.0
3076,0.01
3080,0.0
3081,1.0
3084,1.0
3087,1.0
3094,0.52
3111,0.0
3113,1.0
3118,0.19
3120,1.0
3121,0.01
3123,0.04
3129,0.98
3132,0.01
3140,1.0
3153,0.91
3166,0.06
3177,1.0
3179,1.0
3181,0.0
3182,0.96
3184,0.01
3190,0.97
3191,1.0
3197,0.0
3200,0.7
3202,1.0
3212,1.0
3213,0.99
3214,0.31
3216,1.0
3217,0.92
3218,1.0
3222,1.0
3230,0.0
3235,1.0
3241,0.95
3242,0.01
3248,0.99
3262,0.0
3270,0.01
3271,0.03
3278,1.0
3280,0.05
3281,0.01
3290,0.98
3297,1.0
3298,1.0
3302,0.01
3304,0.86
3308,1.0
3314,0.01
3319,0.0
3320,0.0
3324,0.01
3334,0.0
3338,0.07
3342,1.0
3344,1.0
3345,0.14
3353,0.01
3354,0.97
3355,1.0
3356,0.02
3358,0.02
3362,0.99
3369,1.0
3374,0.11
3379,0.03
3380,0.98
3405,0.04
3407,1.0
3420,0.93
3422,0.03
3432,0.01
3433,1.0
3442,1.0
3443,1.0
3451,0.02
3462,0.01
3463,0.07
3474,0.03
3480,0.02
3483,1.0
3485,0.04
3490,0.01
3501,0.0
3502,0.0
3503,0.79
3514,1.0
3526,1.0
3527,0.03
3542,1.0
3546,0.01
3548,0.01
3552,0.05
3559,1.0
3563,1.0
3566,1.0
3567,0.0
3571,0.0
3584,1.0
3585,1.0
3590,1.0
3602,0.01
3606,0.01
3619,0.99
3622,0.0
3623,0.01
3631,0.0
3632,0.01
3634,0.0
3639,1.0
3642,1.0
3660,1.0
3667,0.0
3669,0.05
3671,1.0
3672,0.0
3676,1.0
3687,0.34
3693,1.0
3705,0.99
3707,1.0
3710,0.99
3712,1.0
3713,1.0
3714,0.02
3717,1.0
3725,0.01
3726,0.04
3730,0.98
3741,0.01
3744,0.9
3746,0.03
3747,1.0
3755,0.01
3760,0.99
3762,1.0
3769,0.0
3777,0.99
3784,0.0
3790,0.91
3791,0.01
3799,0.04
3801,0.01
3804,0.03
3807,0.0
3813,1.0
3814,1.0
3820,1.0
3824,1.0
3831,0.99
3836,1.0
3837,0.03
3838,0.89
3849,0.99
3851,1.0
3860,0.99
3861,0.97
3877,0.96
3884,0.0
3889,0.0
3890,0.04
3899,0.01
3900,0.0
3909,0.02
3917,1.0
3918,1.0
3921,0.0
3928,1.0
3934,0.13
3937,0.07
3938,0.01
3940,0.01
3949,1.0
3960,1.0
3964,0.91
3966,0.03
3968,0.04
3975,0.03
3978,0.0
3985,0.94
3994,0.02
4001,0.99
4002,0.99
4003,0.0
4004,0.0
4006,1.0
4011,0.02
4012,0.01
4015,0.01
4016,0.01
4024,0.99
4030,0.22
4035,0.06
4037,0.02
4041,0.01
4045,0.02
4053,1.0
4055,0.02
4058,1.0
4070,0.0
4089,0.71
4094,0.97
4101,0.0
4110,0.02
4114,1.0
4118,0.94
4121,0.01
4127,0.01
4128,0.0
4129,0.98
4136,1.0
4137,0.01
4140,0.91
4153,1.0
4154,0.98
4156,0.07
4166,0.99
4168,0.99
4172,0.02
4173,0.99
4174,0.0
4183,0.0
4200,1.0
4203,0.03
4204,0.01
4206,1.0
4218,0.0
4219,1.0
4231,1.0
4240,0.0
4243,0.99
4246,0.97
4250,0.0
4251,1.0
4255,1.0
4270,0.04
4276,1.0
4284,1.0
4291,0.02
4292,0.02
4313,0.99
4316,0.0
4317,0.99
4324,0.02
4327,0.01
4331,0.96
4335,0.0
4336,1.0
4338,0.89
4339,0.75
4340,0.01
4341,0.96
4350,1.0
4352,0.04
4354,1.0
4355,0.93
4356,0.02
4357,1.0
4363,1.0
4372,0.03
4384,0.02
4386,0.02
4390,0.05
4395,1.0
4401,0.01
4406,1.0
4407,0.01
4419,0.03
4422,0.05
4423,0.01
4424,0.0
4427,0.03
4444,0.98
4446,1.0
4453,0.03
4456,0.03
4470,0.99
4473,1.0
4474,0.0
4475,0.01
4476,0.0
4483,0.03
4489,0.03
4493,0.97
4494,1.0
4495,0.01
4496,1.0
4498,1.0
4502,0.01
4506,0.01
4509,0.04
4511,0.05
4514,1.0
4515,1.0
4523,0.99
4530,0.04
4532,0.01
4533,0.99
4541,0.02
4548,0.87
4552,1.0
4555,0.99
4562,0.03
4565,0.02
4574,0.97
4578,0.0
4579,0.0
4582,0.01
4583,0.85
4589,0.97
4598,1.0
4605,1.0
4610,1.0
4619,0.99
4621,0.0
4623,0.01
4630,1.0
4632,0.01
4637,1.0
4639,0.97
4640,0.99
4644,0.0
4646,0.0
4651,0.94
4656,0.0
4660,1.0
4669,1.0
4672,0.99
4675,0.0
4679,0.0
4681,0.98
4682,0.01
4693,0.04
4706,0.0
4713,1.0
4715,0.05
4717,1.0
4725,0.06
4726,0.81
4729,0.97
4735,1.0
4738,0.02
4740,0.91
4743,1.0
4746,0.98
4747,0.03
4771,1.0
4774,0.0
4779,1.0
4783,0.0
4786,0.0
4787,0.02
4790,1.0
4793,0.08
4800,1.0
4801,0.0
4802,0.0
4822,0.02
4826,0.87
4830,0.99
4842,0.01
4843,0.0
4844,0.05
4846,0.86
4854,0.0
4856,0.0
4866,0.99
4877,0.96
4886,0.97
4890,0.92
4895,1.0
4898,1.0
4900,1.0
4905,0.02
4906,1.0
4911,0.01
4917,1.0
4923,0.77
4925,0.08
4926,0.03
4928,0.05
4939,0.01
4952,0.01
4956,1.0
4971,0.0
4974,1.0
4981,0.05
4999,0.98
5006,0.0
5008,0.99
5011,0.99
5019,0.03
5025,0.01
5031,0.0
5032,1.0
5034,1.0
5037,1.0
5039,0.98
5047,0.0
5048,0.02
5049,0.01
5056,0.98
5060,1.0
5061,0.04
5074,0.94
5081,0.0
5084,0.0
5085,0.03
5089,0.03
5091,0.74
5092,1.0
5097,0.0
5108,1.0
5117,0.01
5119,0.98
5122,1.0
5135,0.01
5141,0.01
5143,1.0
5149,0.04
5154,0.02
5163,0.02
5164,0.96
5180,0.01
5186,0.01
5196,0.03
5197,0.03
5201,1.0
5205,0.11
5207,1.0
5208,1.0
5210,1.0
5217,1.0
5239,0.03
5243,0.01
5245,0.03
5246,0.04
5251,0.99
5258,0.1
5260,1.0
5261,1.0
5264,0.03
5265,0.0
5269,1.0
5271,0.01
5276,0.91
5277,0.03
5283,0.95
5284,0.99
5286,0.0
5287,0.05
5294,0.0
5302,0.01
5306,0.01
5315,0.01
5322,1.0
5327,1.0
5328,0.98
5338,0.02
5341,0.01
5342,0.01
5344,0.0
5349,0.98
5353,0.03
5354,1.0
5366,0.0
5370,0.0
5372,0.01
5378,1.0
5384,0.94
5392,1.0
5403,0.99
5413,0.02
5414,0.99
5418,0.01
5420,0.0
5422,0.0
5425,0.0
5431,0.01
5434,0.02
5438,0.01
5440,0.02
5446,0.02
5448,0.83
5456,1.0
5461,1.0
5462,0.0
5464,0.0
5471,1.0
5473,0.03
5475,0.0
5478,1.0
5487,0.02
5493,0.99
5494,1.0
5502,1.0
5527,0.18
5530,0.03
5531,1.0
5536,0.08
5547,0.01
5550,1.0
5551,0.99
5552,1.0
5570,1.0
5574,1.0
5576,1.0
5579,0.04
5586,0.05
5597,0.96
5598,0.98
5600,0.84
5602,1.0
5604,0.01
5606,0.01
5607,0.91
5610,0.98
5613,1.0
5623,0.02
5624,1.0
5627,1.0
5633,0.9
5643,0.02
5649,0.0
5650,0.95
5654,0.99
5656,0.05
5661,0.95
5665,1.0
5671,0.0
5676,1.0
5680,0.01
5685,0.01
5687,0.01
5693,0.09
5694,0.02
5696,0.98
5699,1.0
5702,1.0
5705,0.84
5709,0.06
5713,0.01
5717,0.02
5722,0.03
5729,0.99
5731,1.0
5734,0.99
5735,0.99
5737,0.82
5745,0.0
5752,0.03
5754,0.01
5755,0.99
5757,0.99
5760,1.0
5764,1.0
5767,0.02
5768,0.99
5770,0.0
5777,1.0
5779,0.0
5781,0.04
5786,0.03
5796,0.02
5802,1.0
5811,0.99
5812,0.01
