ID,pose
1811,0.89
1812,0.02
1819,0.0
1824,0.03
1826,1.0
1829,0.06
1831,0.02
1850,0.0
1860,0.01
1864,0.04
1872,0.0
1877,0.03
1878,0.01
1883,0.0
1908,0.01
1911,1.0
1912,1.0
1914,0.97
1919,0.97
1920,0.97
1927,1.0
1930,1.0
1932,0.99
1952,0.01
1956,0.01
1957,1.0
1965,0.01
1967,0.98
1988,1.0
1998,1.0
1999,0.98
2019,0.0
2023,0.04
2024,0.05
2025,0.0
2034,0.01
2037,1.0
2039,1.0
2042,0.02
2057,1.0
2060,0.0
2061,0.01
2083,1.0
2085,1.0
2086,1.0
2089,0.01
2091,0.98
2093,0.13
2097,0.98
2098,1.0
2103,0.92
2104,1.0
2106,0.97
2111,0.01
2120,0.99
2126,0.01
2143,1.0
2146,0.02
2155,1.0
2157,0.01
2164,0.0
2165,0.01
2172,1.0
2178,0.0
2181,0.0
2208,1.0
2209,0.0
2220,0.01
2222,0.02
2224,0.01
2225,0.0
2231,1.0
2232,0.1
2233,0.02
2246,0.9
2248,0.02
2250,0.0
2255,0.01
2265,0.02
2272,0.0
2277,1.0
2294,1.0
2295,0.02
2297,0.02
2298,1.0
2301,0.98
2309,0.95
2311,0.99
2312,1.0
2314,0.65
2321,1.0
2323,0.0
2334,0.99
2337,1.0
2340,0.04
2342,0.01
2343,1.0
2346,0.01
2349,1.0
2354,0.97
2359,0.02
2366,0.01
2374,0.01
2377,0.0
2379,0.05
2381,1.0
2385,0.04
2386,1.0
2395,0.0
2396,0.05
2397,0.04
2400,0.01
2402,1.0
2408,0.99
2418,0.02
2428,1.0
2438,0.99
2441,0.03
2442,0.98
2455,0.03
2457,0.77
2461,0.01
2468,0.0
2470,0.01
2478,1.0
2485,0.0
2490,0.06
2491,0.02
2493,0.0
2503,0.98
2508,0.06
2518,0.01
2520,1.0
2523,0.99
2525,0.02
2528,1.0
2532,0.06
2534,0.03
2536,0.99
2537,1.0
2539,0.99
2553,0.01
2568,0.02
2570,0.0
2574,0.99
2575,1.0
2578,1.0
2581,1.0
2585,0.99
2589,0.0
2591,0.0
2606,1.0
2607,0.03
2617,0.99
2629,1.0
2636,0.51
2653,1.0
2656,1.0
2658,1.0
2661,1.0
2663,0.02
2669,0.99
2672,0.0
2684,0.0
2690,1.0
2696,0.0
2704,0.04
2708,1.0
2717,0.03
2718,0.01
2729,0.96
2731,0.0
2734,0.8
2737,0.98
2739,1.0
2743,0.99
2744,0.82
2747,0.0
2749,0.03
2751,0.0
2761,0.96
2762,0.14
2764,0.01
2770,0.02
2773,0.05
2779,1.0
2782,0.02
2794,0.96
2802,0.0
2804,1.0
2810,0.01
2812,0.0
2813,0.02
2824,1.0
2827,1.0
2829,0.99
2840,1.0
2841,0.13
2843,1.0
2849,0.05
2850,0.06
2851,0.03
2856,1.0
2858,0.99
2862,0.01
2870,0.01
2873,0.01
2875,0.02
2876,0.05
2880,0.05
2884,1.0
2889,0.03
2897,0.01
2903,0.0
2909,0.01
2913,0.01
2918,0.04
2919,0.04
2933,1.0
2935,0.0
2944,1.0
2949,0.98
2953,0.01
2958,0.98
2961,0.98
2974,0.04
2980,0.0
2982,0.0
2989,0.01
2991,0.99
3000,1.0
3002,0.0
3009,0.02
3014,1.0
3026,1.0
3031,1.0
3034,1.0
3044,0.0
3058,0.03
3063,0.98
3064,0.0
3065,1.0
3069,0.03
3071,0.98
3073,0.01
3075,1.0
3076,0.02
3080,0.0
3081,1.0
3084,1.0
3087,1.0
3094,0.63
3111,0.0
3113,1.0
3118,0.17
3120,1.0
3121,0.02
3123,0.03
3129,0.98
3132,0.0
3140,1.0
3153,0.91
3166,0.08
3177,1.0
3179,1.0
3181,0.0
3182,0.99
3184,0.01
3190,0.99
3191,1.0
3197,0.0
3200,0.79
3202,0.99
3212,1.0
3213,1.0
3214,0.24
3216,1.0
3217,0.97
3218,1.0
3222,0.99
3230,0.0
3235,0.99
3241,0.95
3242,0.0
3248,0.98
3262,0.01
3270,0.0
3271,0.0
3278,0.99
3280,0.0
3281,0.02
3290,0.97
3297,1.0
3298,1.0
3302,0.03
3304,0.83
3308,1.0
3314,0.01
3319,0.01
3320,0.0
3324,0.0
3334,0.0
3338,0.08
3342,1.0
3344,1.0
3345,0.02
3353,0.03
3354,1.0
3355,0.99
3356,0.03
3358,0.02
3362,1.0
3369,1.0
3374,0.08
3379,0.02
3380,0.99
3405,0.03
3407,0.99
3420,0.96
3422,0.04
3432,0.01
3433,1.0
3442,1.0
3443,1.0
3451,0.0
3462,0.0
3463,0.1
3474,0.0
3480,0.02
3483,0.99
3485,0.02
3490,0.01
3501,0.0
3502,0.0
3503,0.72
3514,1.0
3526,1.0
3527,0.06
3542,1.0
3546,0.01
3548,0.0
3552,0.05
3559,1.0
3563,0.98
3566,1.0
3567,0.0
3571,0.0
3584,1.0
3585,1.0
3590,0.99
3602,0.04
3606,0.0
3619,0.97
3622,0.0
3623,0.03
3631,0.0
3632,0.02
3634,0.0
3639,1.0
3642,1.0
3660,1.0
3667,0.0
3669,0.06
3671,1.0
3672,0.0
3676,1.0
3687,0.54
3693,1.0
3705,1.0
3707,1.0
3710,1.0
3712,1.0
3713,1.0
3714,0.0
3717,1.0
3725,0.0
3726,0.02
3730,1.0
3741,0.04
3744,0.88
3746,0.01
3747,1.0
3755,0.0
3760,1.0
3762,1.0
3769,0.0
3777,1.0
3784,0.03
3790,0.93
3791,0.01
3799,0.01
3801,0.01
3804,0.0
3807,0.0
3813,0.99
3814,1.0
3820,1.0
3824,1.0
3831,1.0
3836,0.99
3837,0.02
3838,0.88
3849,1.0
3851,1.0
3860,0.99
3861,0.98
3877,0.98
3884,0.0
3889,0.01
3890,0.06
3899,0.02
3900,0.01
3909,0.04
3917,1.0
3918,1.0
3921,0.0
3928,1.0
3934,0.06
3937,0.01
3938,0.02
3940,0.0
3949,1.0
3960,1.0
3964,0.91
3966,0.0
3968,0.0
3975,0.01
3978,0.02
3985,0.95
3994,0.0
4001,1.0
4002,1.0
4003,0.03
4004,0.01
4006,1.0
4011,0.0
4012,0.0
4015,0.03
4016,0.0
4024,1.0
4030,0.28
4035,0.06
4037,0.05
4041,0.0
4045,0.01
4053,1.0
4055,0.0
4058,1.0
4070,0.0
4089,0.73
4094,0.93
4101,0.05
4110,0.01
4114,1.0
4118,0.99
4121,0.02
4127,0.0
4128,0.01
4129,0.98
4136,0.99
4137,0.02
4140,0.9
4153,0.96
4154,0.97
4156,0.07
4166,1.0
4168,0.98
4172,0.02
4173,0.99
4174,0.02
4183,0.0
4200,0.99
4203,0.01
4204,0.01
4206,1.0
4218,0.02
4219,1.0
4231,1.0
4240,0.01
4243,1.0
4246,0.98
4250,0.0
4251,1.0
4255,1.0
4270,0.0
4276,1.0
4284,1.0
4291,0.02
4292,0.0
4313,0.99
4316,0.01
4317,1.0
4324,0.0
4327,0.0
4331,0.98
4335,0.01
4336,0.99
4338,0.83
4339,0.8
4340,0.01
4341,0.97
4350,0.98
4352,0.04
4354,1.0
4355,0.88
4356,0.01
4357,1.0
4363,1.0
4372,0.01
4384,0.03
4386,0.01
4390,0.04
4395,1.0
4401,0.0
4406,1.0
4407,0.01
4419,0.02
4422,0.02
4423,0.0
4424,0.0
4427,0.02
4444,0.97
4446,1.0
4453,0.02
4456,0.01
4470,0.99
4473,1.0
4474,0.01
4475,0.0
4476,0.01
4483,0.02
4489,0.0
4493,1.0
4494,1.0
4495,0.0
4496,1.0
4498,1.0
4502,0.01
4506,0.0
4509,0.04
4511,0.04
4514,1.0
4515,1.0
4523,1.0
4530,0.03
4532,0.0
4533,0.99
4541,0.03
4548,0.82
4552,1.0
4555,1.0
4562,0.02
4565,0.0
4574,1.0
4578,0.01
4579,0.01
4582,0.04
4583,0.78
4589,0.96
4598,0.99
4605,1.0
4610,1.0
4619,1.0
4621,0.0
4623,0.0
4630,1.0
4632,0.0
4637,1.0
4639,0.94
4640,0.99
4644,0.0
4646,0.0
4651,0.98
4656,0.01
4660,1.0
4669,1.0
4672,0.97
4675,0.03
4679,0.03
4681,0.99
4682,0.0
4693,0.03
4706,0.0
4713,1.0
4715,0.02
4717,1.0
4725,0.0
4726,0.81
4729,0.98
4735,1.0
4738,0.02
4740,0.93
4743,1.0
4746,0.97
4747,0.04
4771,1.0
4774,0.01
4779,1.0
4783,0.0
4786,0.0
4787,0.01
4790,1.0
4793,0.04
4800,1.0
4801,0.0
4802,0.0
4822,0.0
4826,0.93
4830,0.97
4842,0.03
4843,0.0
4844,0.01
4846,0.93
4854,0.0
4856,0.0
4866,0.99
4877,0.98
4886,0.97
4890,0.95
4895,1.0
4898,1.0
4900,1.0
4905,0.03
4906,1.0
4911,0.0
4917,1.0
4923,0.81
4925,0.09
4926,0.03
4928,0.02
4939,0.0
4952,0.01
4956,1.0
4971,0.0
4974,1.0
4981,0.02
4999,1.0
5006,0.0
5008,0.98
5011,0.99
5019,0.06
5025,0.04
5031,0.02
5032,1.0
5034,1.0
5037,1.0
5039,0.99
5047,0.0
5048,0.0
5049,0.08
5056,0.99
5060,0.99
5061,0.0
5074,0.97
5081,0.01
5084,0.01
5085,0.04
5089,0.01
5091,0.81
5092,1.0
5097,0.01
5108,0.95
5117,0.01
5119,0.99
5122,1.0
5135,0.0
5141,0.02
5143,1.0
5149,0.03
5154,0.02
5163,0.0
5164,0.99
5180,0.01
5186,0.0
5196,0.0
5197,0.01
5201,1.0
5205,0.08
5207,1.0
5208,1.0
5210,1.0
5217,1.0
5239,0.02
5243,0.01
5245,0.04
5246,0.01
5251,0.99
5258,0.04
5260,1.0
5261,1.0
5264,0.02
5265,0.0
5269,1.0
5271,0.01
5276,0.91
5277,0.04
5283,0.95
5284,0.99
5286,0.01
5287,0.1
5294,0.0
5302,0.0
5306,0.0
5315,0.0
5322,1.0
5327,1.0
5328,1.0
5338,0.01
5341,0.0
5342,0.04
5344,0.01
5349,0.97
5353,0.0
5354,1.0
5366,0.0
5370,0.01
5372,0.01
5378,1.0
5384,0.95
5392,0.99
5403,1.0
5413,0.01
5414,0.99
5418,0.0
5420,0.01
5422,0.0
5425,0.0
5431,0.01
5434,0.02
5438,0.0
5440,0.03
5446,0.0
5448,0.83
5456,0.99
5461,1.0
5462,0.01
5464,0.05
5471,1.0
5473,0.02
5475,0.01
5478,1.0
5487,0.0
5493,1.0
5494,1.0
5502,1.0
5527,0.14
5530,0.01
5531,1.0
5536,0.08
5547,0.03
5550,0.98
5551,0.97
5552,1.0
5570,1.0
5574,1.0
5576,1.0
5579,0.02
5586,0.01
5597,0.95
5598,0.97
5600,0.88
5602,1.0
5604,0.03
5606,0.02
5607,0.88
5610,0.98
5613,1.0
5623,0.02
5624,1.0
5627,1.0
5633,0.88
5643,0.02
5649,0.01
5650,0.99
5654,0.98
5656,0.01
5661,0.95
5665,1.0
5671,0.01
5676,1.0
5680,0.01
5685,0.01
5687,0.01
5693,0.05
5694,0.0
5696,0.99
5699,1.0
5702,1.0
5705,0.83
5709,0.02
5713,0.03
5717,0.0
5722,0.05
5729,1.0
5731,1.0
5734,1.0
5735,0.99
5737,0.85
5745,0.0
5752,0.01
5754,0.0
5755,0.98
5757,0.99
5760,0.99
5764,1.0
5767,0.02
5768,1.0
5770,0.0
5777,1.0
5779,0.0
5781,0.02
5786,0.06
5796,0.01
5802,1.0
5811,0.98
5812,0.01
